comment_id,comment,likeCount,video_id
Ugy_ZfPl0oLZtdMMqRV4AaABAg,"김민배우 많은 작품에서 볼수 있었음 좋겠어요 카지노 마지막회 끝나고 우연히 토종한국인 배우라고 
알게되서 너무 놀랐던 기억이… 시청자를 이렇게 국적까지 깜빡 속일 정도면 연기최고 아닌가!",21,Q-h9R9qDvmg
UgyPZtK3a5RYYRziEKZ4AaABAg,"와.. 마지막 호이콴 해리슨 포드랑 포옹할때 감동 장난없네요. 
역시 같은 장면이라도 히스토리를 알고 보는것과 모르고 보는것의 차이가 극과 극",36,Q-h9R9qDvmg
Ugw6JlEn0HLZx4zuDCd4AaABAg,항상 볼때마다 느끼는 거지만 가끔 감동을 주는 지무비의 마지막 영상미가 너무 좋다,26,Q-h9R9qDvmg
Ugxq_wrxegPgSG_exoV4AaABAg,"더글로리... 진짜 인생작....
대사, 연출, 연기 어느 하나 빠지지 않고 뛰어났다...",20,Q-h9R9qDvmg
Ugxg8eyxwaeavbnNTfN4AaABAg,숙제 들어가는 타이밍 미쳤다 정말 ㅋㅋㅋㅋㅋㅋㅋ,118,Q-h9R9qDvmg
UgzNWmkw8uO3osPY5I54AaABAg,"어느순간부터 지무비 컨텐츠는 그냥 보고 좋아요만 누르고 끝이었는데.. 호이 콴님 수상소감 보고는 댓글하나 안 적을수가 없네요.
이번편 좋았다잉~~",25,Q-h9R9qDvmg
UgzkWvtqxaA0-wjP20d4AaABAg,"🎁하단의 풀버젼 영상에서 1등 아이패드 미니6인 댓글 경품 이벤트도 진행중이라고 합니다 🎁
▶다음 화 보러 가서 이벤트 참여하기
https://youtu.be/Umybd4NlEKs
----------
*소개한 영상은 대교 웹드라마 ≪4교시에 갇혔다≫, 1화~3화의 내용입니다",150,Z6gpLv-d9pY
UgzD4YPSNJziAgX8I2x4AaABAg,"그냥 흔한 타임루프 학원물 인줄 알았더니
설정을 재밌게 잡아놨네요. 
게다가 대교 에서 제작했다니 
이게 더 신기 😆😆😆",731,Z6gpLv-d9pY
UgxL0M0uONUnkVBccRt4AaABAg,하루가 무한 반복된다면 차라리 모르겠는데 시험시간 무한반복은 선 넘었음 ㄹㅇ,1396,Z6gpLv-d9pY
Ugxls6Ipv8xIBGBApj94AaABAg,"중간고사에서 한문제 틀ㄹ리고 한달만에 보는 지무비,, 진짜 존나 재밌다",223,Z6gpLv-d9pY
Ugz3WcTsCF_szYkCDIR4AaABAg,김민재 고백 폼 미쳤다,21,Z6gpLv-d9pY
Ugw5Ey1u2MEqcii2lS54AaABAg,방금까지 하루가 무한반복 되면 코딩 겁나 연습해야지 이생각 하고 있는데 이런 상상이 이미 영화로 있어네 ㅋㅋ,4,Z6gpLv-d9pY
Ugwbgn680A1-7BjzS9B4AaABAg,철우 폼 미쳤다 ㄷㄷ,29,Z6gpLv-d9pY
UgwgV6xwI-uRW6cjTsF4AaABAg,"기억하시는 분들 있을랑가 모르겠는데
유승호 강소라 주연의 <4교시 추리영역> 영화도 있었는데 꽤 괜찮게 봤었던 기억이 있음",101,Z6gpLv-d9pY
UgwnGjeqRXNSyQUBLX14AaABAg,인간의 상상력 만으로 이런 새로운 경험을 할 수 있다니!!! 타임루프물 치고는 넘 신선하다 ㅋㅋㅋ,142,Z6gpLv-d9pY
Ugy4QhhKmxNp2y834DN4AaABAg,이분은 58000에 진심이다..,187,Z6gpLv-d9pY
Ugw3ZRd6DFmJQ_C4H4B4AaABAg,"드라마 ≪닥터 차정숙≫, 1화~2화의 내용입니다.
채널 JTBC에서 매주 토,일 밤 10시 30분 방영됩니다.
---------------------------------------------
지무비가 5년 간 축척한 모든 유튜브 비법 노하우
▶도서 ≪지무비의 유튜브 엑시트 ≫ 구매 링크
☞ 예스24: https://bit.ly/3oozS6W
☞ 교보문고: http://bit.ly/3XMOXfe
☞ 알라딘: https://bit.ly/43HhK8u",80,T3_le4nLevE
UgwiSjgzUZVBHklj6oJ4AaABAg,갠적으로 엄정화 나오는 드라마나 영화들은 대부분 볼만 함ㅋㅋㅋㅋ,1985,T3_le4nLevE
UgxdA1z0-IflJZaeR_x4AaABAg,시어머니 남편이 완전 빌런 만드는 자극적인 드라마 아니고 어느정도 현실적이어서 잔잔히 더 잼나용. 남편 진지한 연기 속 은근 웃긴 연기 넘 좋음 ㅋㅋ,484,T3_le4nLevE
UgxiFGSF84AN7Yxybn54AaABAg,박준금씨는  역시 얄미운 시엄마 역할이 짱이고 김미경씨는 친정엄마가 짱이시고~넘 잼남,331,T3_le4nLevE
UgwQbU5TQz0OEI49n6d4AaABAg,"지무비가 휴먼드라마 리뷰해주니까 넘좋다 ㅋㅋㅋ 닥터차정숙 너무 재밌고 무겁지도 않아서 좋더라고요
특히 고구마있을때마다 사이다먹여서 속시원ㅋㅋ
내 인생의 주인공은 나니까 그깟 나이따위에 굴하지말라는 메시지가 있는것같아서 희망적이기도 합니다.
2화만에 시청률 거의 두배로 뛴거보면 앞으로도 많이들 볼듯 ㅎㅎ",229,T3_le4nLevE
UgyaiEBhSM_d3rj7q514AaABAg,"개인적으로 앨범이든 드라마든 영화든 어떤 작품에서든 어떤 미디어에서든 노출되면
가장 기대되고 설레는 연예인 1순위 엄정화님 ..",220,T3_le4nLevE
UgyKSQvLyjMXqDtcYP54AaABAg,"김병철 뺨따구 맞는거랑 멱살 잡혀서 머리 대롱대롱 할때 진짜 웃겼음ㅋㅋㅋ
허수아비인줄ㅋㅋㅋ",396,T3_le4nLevE
Ugx4u53MLe1Mxra5v8B4AaABAg,"엄정화는 작품도 잘 골라
가수로도 성공
배우로도 성공
예전에 나온 영화도 다 재밌었다",354,T3_le4nLevE
UgxUrg8crJl2Rp616ZZ4AaABAg,파국이형 대가리 깨야겠는데 이건 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,552,T3_le4nLevE
UgzK6GUeZac4fJ5tzod4AaABAg,김병철 코미디연기 진짜 ㅋㅋㅋㅋ,151,T3_le4nLevE
