영상Id,채널Id,영상제목,업로드날짜,조회수,좋아요,댓글,해시태그
S1irD7QWvkw,UC2NFRq9s2neD_Ml0tPhNC2Q,100년에 한번 나올까 말까 한 레전드 게임,2023-05-01T02:30:12Z,316630,5451,302,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '하와이안 피자', '파인애플 피자', '피자', '화산', '페퍼로니 피자']"
CmbDWEZ8XqY,UC2NFRq9s2neD_Ml0tPhNC2Q,게임을 넘 재밌개해서 선물 보내드리려고요. 개발자님 주소좀^_^,2023-04-30T02:30:09Z,288034,4237,212,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '알트에프포', '항아리게임', '알트에프4', '알트에프42']"
ktlB1-yZEgo,UC2NFRq9s2neD_Ml0tPhNC2Q,(소름주의) 돈미새 #shorts,2023-04-29T02:30:30Z,217815,5486,92,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '상금', '실력', '남자', '소름주의']"
LZHeot2Lzcs,UC2NFRq9s2neD_Ml0tPhNC2Q,당신이 차인 이유 #shorts,2023-04-28T02:30:09Z,150887,4226,106,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '만약에']"
lpOfZTE_pis,UC2NFRq9s2neD_Ml0tPhNC2Q,금칙어 말하면 죽는 게임; 미친 심리전 레전드ㅋㅋㅋㅋ,2023-04-27T02:30:18Z,391576,6392,168,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '방심', '금지어']"
IJLUn7iwQR0,UC2NFRq9s2neD_Ml0tPhNC2Q,따라하라고 이XX들아 따라하라고 이XX들아 따라하지말라고 이XX들아 따라하라고 이XX들아 아 좀 나오라고 이XX들아,2023-04-26T02:30:10Z,313759,4989,216,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '복사', '컨트롤cv']"
nrdz5h7D90I,UC2NFRq9s2neD_Ml0tPhNC2Q,시력 -10.0 공포게임(가까이 안가면 안보임),2023-04-25T02:30:19Z,218908,3344,176,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '레베카', '라식', '라섹']"
kFilnC9pLao,UC2NFRq9s2neD_Ml0tPhNC2Q,게임을 다 깼... 형이 왜 거기서 나와?,2023-04-24T02:30:11Z,383928,4348,158,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama']"
ASSNY9qwxhE,UC2NFRq9s2neD_Ml0tPhNC2Q,"걷는다, 2개, 막대기",2023-04-23T02:30:06Z,319868,4344,210,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '죽마게임', '죽마', '워크마스터', '염소']"
k8YO6Acbvkk,UC2NFRq9s2neD_Ml0tPhNC2Q,커피를 쏟으면 X됨ㅋㅋㅋㅋ #shorts,2023-04-21T02:30:15Z,306025,6779,87,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '커피 게임', '우주하마 커피', '병맛']"
ziPpXmewTkM,UC2NFRq9s2neD_Ml0tPhNC2Q,진짜 5분 한줄 알았는데 1시간 지나있는 사무라이 게임,2023-04-20T02:30:23Z,381242,3903,186,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '사무라이', '칼', '공']"
yxS5eWHZaAI,UC2NFRq9s2neD_Ml0tPhNC2Q,피라냐 너무 공포다 진짜,2023-04-19T02:30:32Z,392180,5687,182,"['병맛게임', '공포게임', 'uzuhama', '물고기', '날치', '복어', '금붕어', '도리', '니모']"
U4HScpPWLAc,UC2NFRq9s2neD_Ml0tPhNC2Q,게임을 너무 잘만들어서 너뮤 화가나네,2023-04-18T02:30:20Z,483471,5172,218,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '알트에프포', '항아리게임', '알트에프4', '버그']"
5pJppM_FTm0,UC2NFRq9s2neD_Ml0tPhNC2Q,착시레전드게임,2023-04-16T02:30:02Z,319233,4127,179,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '착시현상', '착시게임']"
NuFyU7paLo4,UC2NFRq9s2neD_Ml0tPhNC2Q,적반하장 #shorts,2023-04-14T02:30:14Z,319075,6165,90,"['병맛게임', 'ㅋㅋㅋㅋ', 'uzuhama', '트럭', '유로트럭', '트럭게임', '경찰차', '운전']"
9KMr0uCTOP4,UC2NFRq9s2neD_Ml0tPhNC2Q,웃음참기2,2023-04-13T02:30:03Z,565434,10064,293,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '웃참', '웃음장벽', '우주하마 웃참']"
tbpcN6Awsjo,UC2NFRq9s2neD_Ml0tPhNC2Q,게임을 이따구로 킹받게 만들면 어떻하라구요,2023-04-12T02:30:20Z,506330,6059,294,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '알트에프포', '항아리게임', '알트에프4']"
#NAME?,UC2NFRq9s2neD_Ml0tPhNC2Q,인터스텔라 뺨치는 미친 스토리의 우주게임,2023-04-11T02:30:00Z,234960,3158,113,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '지구', '우주선', '행성']"
OsTucQjCYPs,UC2NFRq9s2neD_Ml0tPhNC2Q,살아남는데 소질이 1도 없는 그녀의 우당탕탕 생존기,2023-04-10T02:30:17Z,241218,3029,108,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '생존게임', '좀비', '발헤임', '워킹데드']"
isZeiTvHmd8,UC2NFRq9s2neD_Ml0tPhNC2Q,"눈치없으면 못깨는 게임, 2년전과는 달라진 능력이 생겼습니다.",2023-04-09T02:30:16Z,448467,7035,218,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '눈치']"
lm2QsffQaXE,UC2NFRq9s2neD_Ml0tPhNC2Q,건축의 신 #shorts,2023-04-08T02:30:20Z,687155,12912,94,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '테트리스', '건축', '가우디', '탑']"
Cmd3M3BTwYQ,UC2NFRq9s2neD_Ml0tPhNC2Q,제발 일어나 #shorts,2023-04-07T02:30:05Z,434794,9192,98,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '도둑', '다이아', '레이저', '전기줄', '요가']"
tTwoFM_MdD0,UC2NFRq9s2neD_Ml0tPhNC2Q,상금이 걸리면 게임 실력이 미쳐버리는 남자(소름주의),2023-04-06T02:30:24Z,339348,4616,144,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '킹미니', '알트에프포', '항아리게임']"
okCHNKgn-UY,UC2NFRq9s2neD_Ml0tPhNC2Q,왕이 돼서 200년 오래버티는 게임  미쳐버림,2023-04-05T02:30:19Z,427699,5445,183,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '군림하다']"
TjYVCECuFWY,UC2NFRq9s2neD_Ml0tPhNC2Q,원숭이맛 배그 바나나 쟁탈전 개재밌음 우끼끼,2023-04-04T02:30:10Z,276962,3780,207,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '원숭이배그', 'APEWAR']"
j1rFU3DkTgY,UC2NFRq9s2neD_Ml0tPhNC2Q,몸이 1도 안편한 살인마로 살인을 해야하는 게임,2023-04-03T02:30:23Z,303890,4711,160,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '다이아', '도둑', '보석']"
gA86eaFKPLo,UC2NFRq9s2neD_Ml0tPhNC2Q,내 여친 골반 미쳤네 벚꽃보러 가야되는데,2023-04-02T02:30:17Z,435008,5593,213,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '여자친구', '여친', '애인', '벚꽃']"
kHhC8KLwv_Y,UC2NFRq9s2neD_Ml0tPhNC2Q,은영아 사랑해 #shorts,2023-04-01T02:30:28Z,177050,5995,113,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '우주하마 은영']"
8hXoaAsHBj8,UC2NFRq9s2neD_Ml0tPhNC2Q,그림 이어그리기 레전드 #shorts,2023-03-31T02:30:02Z,1039898,25747,115,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama']"
3VNdAsO4grQ,UC2NFRq9s2neD_Ml0tPhNC2Q,진짜 주겨버리고 싶다,2023-03-30T02:30:02Z,322811,4282,171,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama']"
UJRUHdIRTsk,UC2NFRq9s2neD_Ml0tPhNC2Q,"야 나 말인데, 내가 진짜 이렇게까지는 안 하려고 했어.",2023-03-29T02:30:13Z,310889,4233,163,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '말아', '말이 1등']"
a0u0GYKYxdQ,UC2NFRq9s2neD_Ml0tPhNC2Q,편안한(?) 착시 공포게임 그딴게 어딨어아아ㅏ악 너무 무서워,2023-03-28T02:30:01Z,763975,8916,312,"['공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '벤츠', '엘리베이터', '착시', '슈퍼리미널', '백룸']"
WfhUxChN9NU,UC2NFRq9s2neD_Ml0tPhNC2Q,제가 고통받으면 왜 시청자들이 행복한거죠? 큰일난 거북이 게임,2023-03-27T02:30:11Z,261550,3829,208,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama']"
ize2Gs08ZuU,UC2NFRq9s2neD_Ml0tPhNC2Q,맥주공장 사장하기 드럽게 힘드네,2023-03-26T02:30:19Z,334814,5047,191,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '지게차', '알바']"
nKypEifYrOI,UC2NFRq9s2neD_Ml0tPhNC2Q,편의점에서 생긴 일 ㅗㅜㅑ #shorts,2023-03-25T02:30:30Z,622065,17170,121,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama']"
Sqz-KboQqEY,UC2NFRq9s2neD_Ml0tPhNC2Q,그림 천재 #shorts,2023-03-24T02:30:12Z,2942518,100178,1166,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '그림 제목', '화가', '디자이너']"
YK3Vi0atf2A,UC2NFRq9s2neD_Ml0tPhNC2Q,공포게임인데 곰돌이 때문에 행복티비,2023-03-23T02:30:12Z,263464,4701,186,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '리나메', '리틀나이트메어', '벌리']"
#NAME?,UC2NFRq9s2neD_Ml0tPhNC2Q,심장 쫄깃한 젓가락인간 참호전투,2023-03-22T02:30:00Z,375492,3788,160,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama']"
t-fLZd-UmR0,UC2NFRq9s2neD_Ml0tPhNC2Q,나를 리뷰 쓰게 만든 알파카 산오르기 게임,2023-03-21T02:30:30Z,489550,5621,196,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '항아리게임', '알트에프포', '알파카', '통나무']"
_LKj7taBb68,UC2NFRq9s2neD_Ml0tPhNC2Q,게임 이름이 '시간 순삭' ㅋㅋㅋㅋㅋㅋ 내 3시간 어디갔지,2023-03-20T02:30:14Z,435552,3947,114,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '시간 낭비자들', '시간 낭비', '시간 낭비자']"
01yDl7H5x-o,UC2NFRq9s2neD_Ml0tPhNC2Q,게임시작 5분뒤부터 어깨에 담걸린 긴장감 미친 공포게임,2023-03-19T07:00:00Z,340201,4950,376,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama']"
5sXsbZuxvs0,UC2NFRq9s2neD_Ml0tPhNC2Q,이게 안보여요? #shorts,2023-03-18T02:30:01Z,3776806,53430,2886,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama']"
Om-1pzuEeIs,UC2NFRq9s2neD_Ml0tPhNC2Q,군대 간접체험 시켜드림 #shorts,2023-03-17T02:30:11Z,334000,9748,217,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama']"
-21jXnt-WTk,UC2NFRq9s2neD_Ml0tPhNC2Q,2011년 이 게임은 이미 '예술'의 경지에 올랐다,2023-03-16T02:30:00Z,291817,3467,179,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '포탈2', '빡대가리', '신기한', '시청자']"
6BHFCKgTGJc,UC2NFRq9s2neD_Ml0tPhNC2Q,발작 9번 일으킨 개무서운 공포게임 아니다 안무서워요 꼭 보기 약속,2023-03-15T02:30:02Z,415786,6561,390,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama']"
sTkpOaZ8j1U,UC2NFRq9s2neD_Ml0tPhNC2Q,극악의 난이도 보스'만' 나오는 미친 게임,2023-03-14T02:30:31Z,267482,2652,125,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '타이탄 소울', 'boss']"
56BpCqTFyJg,UC2NFRq9s2neD_Ml0tPhNC2Q,가장 어이없는 죽음을 피하는 게임 1위,2023-03-13T02:30:02Z,420503,5782,283,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '김강도를 피해라']"
M8zUglBV8so,UC2NFRq9s2neD_Ml0tPhNC2Q,사람을 찢는 유치원 공포게임,2023-03-12T02:30:06Z,891252,11009,487,"['공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '가르텐', '개 무서운 새', '새 공포게임', '파피플레이', '파피플레이타임']"
HnDKLQg437Q,UC2NFRq9s2neD_Ml0tPhNC2Q,환상적인 연주 #shorts,2023-03-11T02:30:09Z,578356,21023,374,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '리듬게임', '트롬본', '베토벤']"
hBcY8_WZa1w,UC2NFRq9s2neD_Ml0tPhNC2Q,매력 발산 게임 #shorts,2023-03-10T02:30:30Z,631029,16903,137,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '우주하마 손', '우주하마 손가락', '핸드']"
ejARuQGCt10,UC2NFRq9s2neD_Ml0tPhNC2Q,공격이 없는 감자 게임... 왜 재밌지?,2023-03-09T02:30:13Z,370021,3932,113,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama']"
VKme2kHLaiE,UC2NFRq9s2neD_Ml0tPhNC2Q,이딴게 협동...?,2023-03-08T02:30:18Z,327135,5417,176,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '휴먼폴플랫']"
Na5SJRBuZGE,UC2NFRq9s2neD_Ml0tPhNC2Q,걍 귀여운겜인줄 알았는데 시간순삭된 매운맛 게임,2023-03-07T02:30:10Z,274785,3058,108,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '타워디펜스', '타워디펜스게임', '2112년', '공포의']"
Qj_9Digr0fo,UC2NFRq9s2neD_Ml0tPhNC2Q,우주 외계행성에서 고양이로 살아남기,2023-03-06T02:30:20Z,219961,3527,178,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama']"
5gp8DxGJ_LQ,UC2NFRq9s2neD_Ml0tPhNC2Q,웃음참기1,2023-03-05T02:30:02Z,1000985,17663,615,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '웃참', '웃음장벽']"
bazF2TGaVkk,UC2NFRq9s2neD_Ml0tPhNC2Q,정말 공평한 게임 #shorts,2023-03-04T02:30:23Z,351549,10279,69,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama']"
AeUP0OqkpM0,UC2NFRq9s2neD_Ml0tPhNC2Q,예측불가 #shorts,2023-03-03T02:30:08Z,1836338,58635,226,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama']"
wkOW_SWK-X0,UC2NFRq9s2neD_Ml0tPhNC2Q,숨바꼭질게임에서 티 안나게 숨는 방법,2023-03-02T02:30:18Z,386687,5634,287,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '하이드앤식', '사물 숨바꼭질']"
_q3tjoQiXk4,UC2NFRq9s2neD_Ml0tPhNC2Q,시청자들은 19금스킬을 선택했다!!!,2023-02-28T02:30:12Z,588158,6838,285,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '무브오얼다이', 'moveordie', '우정파괴', '협동게임']"
WnXTnI4T7Fw,UC2NFRq9s2neD_Ml0tPhNC2Q,개발자가 똥겜이라고 직접 써놓은 게임,2023-02-27T02:30:12Z,462918,6810,321,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '갓겜', '이지게임']"
OVUndSHVsp4,UC2NFRq9s2neD_Ml0tPhNC2Q,청소중인데 미친 전남친이 찾아옴 (공포게임),2023-02-26T02:30:09Z,385045,6278,257,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '전여친']"
FS9xQXZtbDg,UC2NFRq9s2neD_Ml0tPhNC2Q,숨바꼭질 너무 작은 트로피 #shorts,2023-02-25T02:30:05Z,318113,9897,75,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama']"
DRQp0Wg0x7k,UC2NFRq9s2neD_Ml0tPhNC2Q,왜 그러고 있어? #shorts,2023-02-24T02:30:05Z,2716003,88225,375,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '항아리게임', '우주하마 항아리']"
30qwDqQy3sU,UC2NFRq9s2neD_Ml0tPhNC2Q,3시간 순삭된 공포의 2112년 게임,2023-02-22T02:30:01Z,1367500,9875,438,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '디펜스게임', '타워디펜스게임']"
pSWrhlUC9Oo,UC2NFRq9s2neD_Ml0tPhNC2Q,화를 참으세요 (화를 참는 게임),2023-02-21T02:30:17Z,503266,6818,305,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '억까', '인성', '항아리게임', '고양이마리오']"
6JP1k4k6NgM,UC2NFRq9s2neD_Ml0tPhNC2Q,가장 신박한 총게임 1위 가장 신박한 총게임 1위 가장 신박한 총게임 1위,2023-02-20T02:30:02Z,536477,6443,419,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '타임스탑']"
NPmtR-xGKc4,UC2NFRq9s2neD_Ml0tPhNC2Q,파티원을 *팀킬*해야만 깰 수 있는 협동게임(?),2023-02-19T02:30:07Z,208472,3234,156,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '협동게임']"
6T-sYDkUfIU,UC2NFRq9s2neD_Ml0tPhNC2Q,시청자들 실시간 방 상태 #shorts,2023-02-18T02:30:02Z,455632,9672,196,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama']"
OROFlEjEThA,UC2NFRq9s2neD_Ml0tPhNC2Q,AI 연기의 신 #shorts,2023-02-17T02:30:14Z,807732,25153,112,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama']"
MvDaNe2KyWk,UC2NFRq9s2neD_Ml0tPhNC2Q,6인 협동게임을 3명이서 하면 생기는 일......,2023-02-16T02:30:13Z,427983,7452,302,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama']"
Ay89DfEB2uc,UC2NFRq9s2neD_Ml0tPhNC2Q,AI에 지배당한 세상 공포게임 개슬픔,2023-02-15T02:30:05Z,365339,6332,379,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '로봇', '테슬라봇', '누리']"
mu-ki5rR6HI,UC2NFRq9s2neD_Ml0tPhNC2Q,노래방에서 90점을 못 넘으면 생기는 일 (공포게임),2023-02-14T02:30:27Z,748101,10060,394,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '질풍가도']"
_z_p5tALlDE,UC2NFRq9s2neD_Ml0tPhNC2Q,RnSon님과 액션 영화찍는 협동게임을 해보았다,2023-02-13T02:30:22Z,302460,4946,222,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '아바타2', '우주하마 영화', '오른손', '왼손', '영화게임']"
bCxU-oaalKU,UC2NFRq9s2neD_Ml0tPhNC2Q,알트에프포2 음쥑이는성,2023-02-12T02:30:12Z,547479,7644,373,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '항아리게임', '알트에프4', 'ALTF4']"
CVUflgSSpHY,UC2NFRq9s2neD_Ml0tPhNC2Q,똥X좀 들이대지마 #shorts,2023-02-11T02:30:09Z,307109,8341,75,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama']"
daJlT8tTzSk,UC2NFRq9s2neD_Ml0tPhNC2Q,다리 힘 없는 경호원의 대통령 지키기 #shorts,2023-02-10T02:30:17Z,3518423,108338,442,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama']"
eIMC0dj20fk,UC2NFRq9s2neD_Ml0tPhNC2Q,분홍색 욕했던 애들의 ㄹㅇ실체,2023-02-09T02:30:30Z,415186,7057,292,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '분홍새', '협동게임']"
00GjsWMAM-o,UC2NFRq9s2neD_Ml0tPhNC2Q,돈지컬: 100,2023-02-08T02:30:00Z,447968,6574,405,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '100만원', '백만원', '슈퍼점프', '피지컬100', '브로폴즈']"
olyXx04sbGE,UC2NFRq9s2neD_Ml0tPhNC2Q,미치광이 실험실 쥐 공포게임,2023-02-07T02:30:30Z,489827,6863,342,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '단연코']"
DnjnOEHNvLE,UC2NFRq9s2neD_Ml0tPhNC2Q,개발자가 직접 그린 우주괴물 사냥하는 게임 개무섭네;,2023-02-06T02:30:09Z,360294,4887,243,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '멀티미디엄', '멀티미디움']"
Um4-3LjgGdM,UC2NFRq9s2neD_Ml0tPhNC2Q,난 가끔 천재가 된다☆,2023-02-05T02:30:12Z,556245,7734,274,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '탕탕특공대', '광고게임', '강아지', '모바일게임', '90%']"
drLCjS9TlTE,UC2NFRq9s2neD_Ml0tPhNC2Q,폰열체크 #shorts,2023-02-04T02:30:26Z,303654,8516,121,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama']"
9iD_tEc3Mbw,UC2NFRq9s2neD_Ml0tPhNC2Q,뛰는 놈 위에 나는 놈 #shorts,2023-02-03T02:30:05Z,4575226,122396,653,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama']"
lOWZmfqo_fk,UC2NFRq9s2neD_Ml0tPhNC2Q,자세가 곧 스킬인 게임,2023-02-02T02:30:21Z,609205,7767,326,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '꿈', '출근', '탈출']"
SLH7HaCvSio,UC2NFRq9s2neD_Ml0tPhNC2Q,⭕️원 안에서 살아남는 게임 100만원 걸림!,2023-02-01T02:30:12Z,497131,7642,363,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '생존게임', '1등']"
0QVZ4o7-_s8,UC2NFRq9s2neD_Ml0tPhNC2Q,분홍새야 제발,2023-01-31T02:30:00Z,624316,9496,588,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '새', '분홍색', '협동게임', '분홍아', '핑크']"
QPJyhLSOTOs,UC2NFRq9s2neD_Ml0tPhNC2Q,감자로 21일동안 옆집 누나 꼬시는 게임,2023-01-30T02:30:07Z,478071,6172,317,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama']"
qyPWuzGXeQQ,UC2NFRq9s2neD_Ml0tPhNC2Q,개 무서운 새 공포게임,2023-01-29T02:30:21Z,1004192,13424,585,"['공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '가튼오브반반', '파피플레이타임', '반반의어린이집', '반반유치원', '도도새']"
cVrzcOa3uWk,UC2NFRq9s2neD_Ml0tPhNC2Q,팬티끈 잡으면 이기는 게임 #shorts,2023-01-28T02:30:13Z,453883,9830,136,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '빤쓰']"
vVC5u7hxaZ4,UC2NFRq9s2neD_Ml0tPhNC2Q,급발진 알바생 #shorts,2023-01-27T02:30:14Z,1106885,28893,191,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '세차', '편의점', '주유소']"
LExWuK3uViY,UC2NFRq9s2neD_Ml0tPhNC2Q,90% 사람은 못깬다는 그림 그려서 사람을 살리는 게임,2023-01-26T02:30:14Z,1051576,11969,390,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '생존게임', '강아지 게임', '우주하마 사람', '그리기 게임', '광고게임']"
r6nutBioXhs,UC2NFRq9s2neD_Ml0tPhNC2Q,달랑 사다리 1개만으로 800m 등산해야하는 인성 게임,2023-01-25T02:30:31Z,669958,10005,607,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '로블록스', '항아리게임']"
y-SNM-Kj2SQ,UC2NFRq9s2neD_Ml0tPhNC2Q,미쳐버린 택배배송 게임,2023-01-24T02:30:21Z,1180418,10295,760,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '배달의민족', '쿠팡이츠', '배달', '요기요']"
DqP2WLYpRWU,UC2NFRq9s2neD_Ml0tPhNC2Q,노잼같아 보였는데 1시간반 순삭 비밀일기 훔쳐보는 공포게임,2023-01-23T02:30:10Z,610437,7455,455,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '다이어리', '명작', '갓겜']"
d7TGz-xm3xY,UC2NFRq9s2neD_Ml0tPhNC2Q,예술의 경지에 오른 10초간 강아지 지키는 게임,2023-01-22T02:30:12Z,1202537,14364,569,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '그림 그려서', '이지', '쉽다 쉬워']"
DXalCw3CgPk,UC2NFRq9s2neD_Ml0tPhNC2Q,공주야 제발 #shorts,2023-01-21T02:30:08Z,650961,22427,132,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama']"
ezEUqdFINGk,UC2NFRq9s2neD_Ml0tPhNC2Q,협동 수준 #shorts,2023-01-20T02:30:15Z,1206777,42549,233,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama']"
SgSYFroiLm8,UC2NFRq9s2neD_Ml0tPhNC2Q,6년 방송인생중 가장 무서운 공포게임,2023-01-19T02:30:21Z,860058,12720,839,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', 'setember', '세템버', '고블린', '9월7일', '9월']"
dxODuoUAQ5E,UC2NFRq9s2neD_Ml0tPhNC2Q,미쳤냐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ (고양이마리오),2023-01-18T02:30:20Z,645116,9037,394,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '항아리게임']"
DFGmtVfcPcs,UC2NFRq9s2neD_Ml0tPhNC2Q,대포 1개로 부서진 성을 오르는 게임,2023-01-17T02:30:05Z,428232,6175,360,"['병맛게임', '공포게임', 'ㅋㅋㅋㅋ', 'uzuhama', '상어', '고블린', '항아리게임', '롯데타워']"
