영상Id,채널Id,영상제목,업로드날짜,조회수,좋아요,댓글,해시태그
MMMUq8WGDcE,UCaHGOzOyeYzLQeKsVkfLEGA,그냥 찌질한 50대 백수 아저씬 줄 알고 개무시했는데 대한민국 NO.1 천재 의사+병원 면접관이었다..ㅠ 시청률 28.4% 레전드 드라마 컴백..!≪낭만닥터 김사부3≫ 1-2,2023-04-30T01:00:08Z,999920,10097,892,"['지무비', '드라마', '낭만닥터 김사부', '낭만닥터 김사부3', '낭만닥터', '한석규', '안효섭', '이성경', '김민재', '변우민', '이신영', '이홍내', '이경영']"
tFK4K3FyYwA,UCaHGOzOyeYzLQeKsVkfLEGA,내 아버지를 죽인 원수의 사위가 되기로 결심한 상상초월 충격적 이유ㄷㄷ이번엔 사악한 검사로 전직한 주여정이 역대급 미친 연기력으로 수목드라마1위 갈아치운 레전드 드라마 ≪나쁜엄마≫,2023-04-29T01:02:08Z,919569,7469,481,"['지무비', '드라마', '나쁜엄마', '이도현', '주여정', '라미란', '안은진', '최무성', '정웅인', '조진웅']"
Q-h9R9qDvmg,UCaHGOzOyeYzLQeKsVkfLEGA,와 미친.. 카지노 존이 순혈 100% 토종 한국인이었다고..!? 😱≪카지노≫&≪더 글로리≫ 진짜 억소리나는 역대급 캐스팅 비하인드  ㄷㄷ..,2023-04-28T08:00:10Z,495394,5898,311,"['영화', '지무비', '드라마', '카지노', '더글로리', '차무식', '카지노 호구', '김민', '송혜교', '임지연', '문동은', '손석구', '박연진', '글로리']"
Z6gpLv-d9pY,UCaHGOzOyeYzLQeKsVkfLEGA,4교시만 58000번 반복되면 벌어지는 일.. ㄷㄷ  ≪4교시에 갇혔다≫,2023-04-26T08:00:12Z,1188270,11092,655,"['영화', '지무비', '드라마', '웹드', '4교시에갇혔다', '타임루프']"
T3_le4nLevE,UCaHGOzOyeYzLQeKsVkfLEGA,"IQ 180 공부천재가 다 포기하고 평생 남편 뒷바라지만 해왔는데 남편이 개무시하고 바람까지피자, 각성해서 100일 만에 의사시험 수석으로 합격한 뒤 참교육하는 사이다 드라마 ㅋㅋ",2023-04-19T09:00:18Z,1265186,12600,623,"['지무비', '드라마', '닥터차정숙', '엄정화', '파국', '김병철', '명세빈', '민우혁']"
t4-0ICytQZY,UCaHGOzOyeYzLQeKsVkfLEGA,"와.. 미쳤다.. 24시간이 주어진 후,🔥시간=돈🔥으로 생활하게 되는 인타임 실사판 예능.. 드디어 ≪더 지니어스≫를 능가하는 역대급 서바이벌 예능이 떴다..! ≪더 타임 호텔≫",2023-04-17T09:15:03Z,480549,4460,412,"['지무비', '예능', '더타임호텔', '홍진호', '성윤모', '신지연', '더 타임 호텔', '황제성', '존박', '래원', '클로이', '주언규', '김남희']"
XMkhcli38Jo,UCaHGOzOyeYzLQeKsVkfLEGA,"≪카지노≫ 최고의 씬 스틸러, 호구시점으로만 다시 몰아보면 어떤 느낌일까..ㅠㅠ 당신은 안 속을 수 있을까..?  + 디즈니 4월 G리는 신작들..! (feat. 방탄 슈가)",2023-04-15T01:00:19Z,870547,7367,548,"['영화', '지무비', '드라마', '카지노', '차무식', '호구', '방탄소년단', '슈가', '방탄 슈가', 'BTS', 'Agust D', 'suga']"
O2SHwq83Foc,UCaHGOzOyeYzLQeKsVkfLEGA,대한민국 최고의 톱스타가 가스라이팅 세계 챔피언과 결혼하면 벌어지는 일 ㅋㅋㅋ 태어나서 처음보는 역대급 병맛영화 ㅋㅋㅋ≪킬링로맨스≫,2023-04-08T01:00:08Z,1114141,9678,646,"['영화', '지무비', '이선균', '이하늬', '킬링로맨스', '킬링 로맨스', '병맛영화', '병맛']"
lgRckZZmvVM,UCaHGOzOyeYzLQeKsVkfLEGA,미끼 궁예질,2023-04-07T03:00:26Z,159183,1745,69,"['지무비', '드라마', '허성태', '장근석', '미끼', '조희팔', '박명훈', 'jang keun suk', 'kdrama', 'Decoy']"
pA5GcWqB-wY,UCaHGOzOyeYzLQeKsVkfLEGA,이 개빡치는 사건을 드라마로 만들었다고..!?🔥5조 원 먹튀🔥..! 대한민국 역사상 최악의 사기꾼을 물 오른 허성태가 연기로 찢어버리는 드라마 ≪미끼Part.1≫한방에 몰아보기,2023-04-06T08:00:31Z,967454,7838,371,"['지무비', '드라마', '허성태', '장근석', '미끼', '조희팔', '박명훈', 'jang keun suk', 'kdrama', 'Decoy']"
lEAHSte7RKY,UCaHGOzOyeYzLQeKsVkfLEGA,일반인 찐따남이 탑가수 아이유 번호 따는 쌉천재적인 방법 ㅋㅋㅋㅋ 미쳤다.. ≪프로듀사≫,2023-04-02T01:00:15Z,2481839,12411,949,"['지무비', '드라마', '아이유', '김수현', '프로듀사', '공효진', '차태현', '류준열']"
Y2mLN2JbJqk,UCaHGOzOyeYzLQeKsVkfLEGA,"괴생명체 습격으로 지구 멸망 위기에 처하자, 고3까지 모두 강제 입대시켰는데, 전투 재능 개쩌는 군필 여고생이 하드캐리를 시작한다.. 전설의 웹툰 ≪방과 후 전쟁활동≫ 실사 드라마",2023-04-01T00:00:12Z,1933297,15228,2967,"['영화', '지무비', '드라마', '방과후전쟁활동', '방과 후 전쟁활동', 'SF', '임세미', '문상민', '웹툰 원작드라마']"
oRTIdTTpKzc,UCaHGOzOyeYzLQeKsVkfLEGA,"신체능력 1인데 지능 999로 전설이 된 첩보요원에게, 초 빅데이터 암흑세력이 작정하고 살인 누명을 씌우자 보여주는 상상초월 대응법 ㅋㅋㅋㅋ ≪래빗홀≫ 뇌피셜 리뷰",2023-03-28T08:16:25Z,1105752,12097,554,"['지무비', '드라마', '래빗홀', '티빙', '첩보', '스파이', '미드']"
FdJynafXEGQ,UCaHGOzOyeYzLQeKsVkfLEGA,연진이가 선한 연기를.. 그것도 사극에서 하면 벌어지는 일..ㅋㅋㅋ 와 연기 온도차 미쳤다..!,2023-03-24T08:00:07Z,398573,3882,248,"['지무비', '드라마', '꽃선비열애사', '박연진', '연진', '신예은', '려운']"
L352MJtQ5bc,UCaHGOzOyeYzLQeKsVkfLEGA,≪카지노 시즌2≫🔥5~7화🔥 차무식 개미친 역대급 분노 대폭발...!  카지노X 지무비 마지막 영상.,2023-03-22T09:00:11Z,4292274,35939,3036,"['지무비', '드라마', '카지노', '최민식', '손석구', '몰아보기', '허성태', '지무비 카지노', '카지노 시즌2', '카지노13화', '카지노14화', '카지노 15화', '카지노 시즌2 5화', '카지노 시즌2 6화', '카지노 시즌2 7화', '카지노 시즌2 8화', '카지노 최종화', '카지노 마지막 화']"
dDLgYU33QIY,UCaHGOzOyeYzLQeKsVkfLEGA,"봉준호 감독이 살인의 추억 제작 때 참고했다는, 실제 미국 범죄 역사상 가장 악명 높은 범죄 실화.. 미국판 살인의 추억 ≪보스턴 교살자≫",2023-03-20T09:14:48Z,605929,7749,199,"['영화', '지무비', '보스턴교살자', '살인의추억', '봉준호', '스릴러', '보스턴 연쇄살인']"
Ok5oSjtFtVg,UCaHGOzOyeYzLQeKsVkfLEGA,"조승우 연기 개미쳤다.. ㄷㄷ 전설적인 천재 피아니스트가 모든 걸 포기하고 하필이면 이혼 전문 변호사가 된 충격적 이유.. ≪신성한, 이혼≫ 3-4",2023-03-17T08:00:15Z,960816,9144,524,"['지무비', '드라마', '조승우', '신성한이혼', '한혜진', '법정드라마', '김성균', '정문성']"
4zzVWUDempE,UCaHGOzOyeYzLQeKsVkfLEGA,신세계 이중구+반달곰의 유전자까지 들어간 남자에게 16:1로 덤비면 벌어지는 일 ㅠㅠ,2023-03-15T07:09:36Z,841791,7202,760,"['영화', '지무비', '웅남이', '이중구', '박성웅', '염혜란', '최민수', '오달수']"
6I6Ryw9dwU4,UCaHGOzOyeYzLQeKsVkfLEGA,"인간쓰레기들을 참교육을 넘어, 그냥 진짜 분리수거장으로 넣어주는ㅋㅋ 역대급 사이다로 단 5화 만에 시청률 19.7% 압도적 1위 찍어버린 레전드 드라마 ≪모범택시2≫ 5-6화🔥",2023-03-12T01:00:01Z,1814893,17083,1480,"['지무비', '드라마', '모범택시', '모범택시2', '이제훈', '참교육', '사이다']"
iVJywRevlMI,UCaHGOzOyeYzLQeKsVkfLEGA,"와..미쳤다.. 조승우가 작정하고 승률 100% 천재 변호사 연기를 하면 벌어지는 일 ㄷㄷ..  ≪신성한, 이혼≫ 1-2",2023-03-08T08:02:35Z,1313425,13575,1401,"['지무비', '드라마', '조승우', '신성한이혼', '한혜진', '법정드라마', '김성균', '정문성']"
r9ibGD2OZUc,UCaHGOzOyeYzLQeKsVkfLEGA,신의 능력을 가진 택시 기사  ≪딜리버리맨≫1-2화,2023-03-03T07:00:34Z,1878948,15269,969,"['지무비', '드라마', '딜리버리맨', '윤찬영', '방민아', '김민석']"
_wv6tm76Kb8,UCaHGOzOyeYzLQeKsVkfLEGA,30년 모쏠남의 잭팟,2023-02-28T07:00:10Z,558949,3383,633,"['영화', '지무비', '드라마', '시트콤', '웹드', '웹드라마']"
IuhJ6qO7Oeg,UCaHGOzOyeYzLQeKsVkfLEGA,"시골 노인들 상대로 사기 치는 쓰레기들이 순박한 시골 청년인 줄 알고 괴롭혔는데, 알고 보니 복수대행 전직 특수요원 도기좌였다고 한다..!  잘가 ㅠ ㅠ  ≪모범택시2≫ 3-4화🔥",2023-02-26T01:00:12Z,4921130,32940,1985,"['지무비', '드라마', '모범택시', '모범택시2', '이제훈', '참교육', '사이다']"
MQOHQpONZgc,UCaHGOzOyeYzLQeKsVkfLEGA,"전역한 성윤모를 강제로 재입대시키면 벌어지는 대참사 ㅋㅋㅋㅋㅋㅋ 신병 시즌2 전, 신병 캠프떴다..!",2023-02-25T01:00:07Z,2448914,19778,1107,"['지무비', '드라마', '예능', '신병', '신병캠프', '장동민', '성윤모', '박민석', '가짜사나이', '강철부대', '푸른거탑', '서바이벌', '군대서바이벌', '밀리터리서바이벌', '밀리터리', '장삐쭈', '장삐쭈 신병']"
hVeOvt9iwWc,UCaHGOzOyeYzLQeKsVkfLEGA,≪카지노 시즌2≫ 🔥4화🔥떴다..!  무식이형 분노 리미트 폭발..!,2023-02-22T11:00:25Z,4605717,44083,2496,"['지무비', '드라마', '카지노', '최민식', '손석구', '몰아보기', '허성태', '지무비 카지노', '카지노 시즌2', '카지노 시즌2 4화', '카지노 12화']"
l9MLHQqz4OY,UCaHGOzOyeYzLQeKsVkfLEGA,≪모범택시2≫1-2화🔥 개미쳤다.. 1화부터 시청률 14%..역대급 스타트..! 쓰레기들은 감옥까지 따라가서 끝끝내 참교육하는 레전드 사이다 드라마가 돌아왔다 ..!,2023-02-19T01:04:08Z,6569085,48380,2913,"['지무비', '드라마', '모범택시', '모범택시2', '이제훈', '참교육', '사이다']"
uIu2tXW6Gz4,UCaHGOzOyeYzLQeKsVkfLEGA,침착맨X주펄X기안X주우재X추성훈..? 대 환장 조합을 무인도에 떨어뜨려서 만화를 그대로 재현해야 하는 생전 처음 보는 미친 예능 ㅋㅋㅋㅋㅋㅋㅋ≪만찢남≫,2023-02-18T01:00:33Z,1827881,18345,866,"['영화', '지무비', '드라마']"
pg-4vDnN2_U,UCaHGOzOyeYzLQeKsVkfLEGA,"앤트맨3 ≪앤트맨과 와스프: 퀀텀매니아≫ 보기 전 “앤트맨 시점+시간순” 으로 앤트맨 1,2, 시빌 워, 어벤져스까지 총정리",2023-02-16T08:30:23Z,888478,8836,791,"['영화', '지무비', '앤트맨', '앤트맨3', '앤트맨과 와스프: 퀀텀매니아', '앤트맨과와스프', '마블']"
JhGxtcG6IzQ,UCaHGOzOyeYzLQeKsVkfLEGA,≪카지노≫ 🔥시즌2🔥떴다..! 최민식 손석구 본격적으로 대립하고.. 무식에게 총을 겨눴던 허성태의 결말은 상상초월..! 진짜 시즌2 시작하자마자 개 미쳤다..!ㄷㄷ,2023-02-15T12:34:48Z,7558564,73196,4331,"['지무비', '드라마', '카지노', '최민식', '손석구', '몰아보기', '허성태', '지무비 카지노', '카지노 시즌2', '카지노 시즌2 1화', '카지노 시즌2 2화', '카지노 시즌2 3화', '카지노 9화']"
0aBF0oemnWE,UCaHGOzOyeYzLQeKsVkfLEGA,"눈에 뵈는 거 없는 학교 일짱이라 선생님이랑 뜰 기세로 개겼는데, 올림픽 복싱 금메달리스트 진선규였다고 한다...ㄷㄷ  잘가 ㅠㅠ..! ≪카운트≫",2023-02-14T09:53:57Z,1587178,11170,646,"['영화', '지무비', '진선규', '카운트', '성유빈', '장동주']"
5O_Ia7s2-ps,UCaHGOzOyeYzLQeKsVkfLEGA,오징어 게임 악마의 편집: 특이점이 온 상우형.. ≪지무비 What If≫,2023-02-13T01:00:04Z,127505,1795,54,"['영화', '지무비', '오징어게임', '드라마', '박해수', '마동석', 'Squid Game', '악마의편집']"
g6-f4rBwBJc,UCaHGOzOyeYzLQeKsVkfLEGA,"와..미친.. 조회 수 600만 회 일본을 휩쓴 웹소설이 영화로 나왔다고..? 서브여주개이쁘ㄷ,,ㅏ읍읍",2023-02-09T07:00:13Z,525688,5245,389,"['영화', '지무비', '일본', '네가 떨어뜨린 푸른 하늘']"
25oy8Tnxx3Y,UCaHGOzOyeYzLQeKsVkfLEGA,"방금 내 통장에 한 번에 50억 꽂혔는데, 맨날 갑질하며 지독하게 괴롭히던 직장 상사가 때마침 또 시비를 터네?? ㅋㅋㅋ 넌 이제 D졌다..! ≪영화 속 G렸던 사이다 장면들≫ 2",2023-02-06T07:00:00Z,1209856,10892,601,"['영화', '지무비', '드라마', '사이다', '참교육', '마동석', '갑질 참교육', '이병헌', '범죄도시', '경이로운소문', '포레오', '포레오 루나', '포레오 루나4', '포레오 후기', '지무비 포레오']"
sm7So-VLuhI,UCaHGOzOyeYzLQeKsVkfLEGA,≪카지노≫ 본편에서 통편집됐던 차무식 20대 군대시절 & 결혼 미공개 영상 떴다..! 와.. 이걸 통편집했었다고..? 퀄리티 G리는데..!?,2023-02-04T01:00:17Z,3426036,22851,1456,"['영화', '지무비', '드라마', '카지노', '최민식', '지무비 카지노', '카지노 미공개 영상', '차무식 군대']"
hxKtgtWG3oQ,UCaHGOzOyeYzLQeKsVkfLEGA,"미친..소원이 아닌 '원한만 들어주는 신'이 있다고..?! 사악한 범죄자들을 잔인하게 죽여버리는 더 사악한 저승의 신이, 딱 99일 동안만 지구에 떨어지면 벌어지는 일 ㄷㄷ",2023-02-03T11:00:35Z,1245698,11132,1179,"['지무비', '드라마', '꼭두의계절', '임수향', '김정현']"
eh74imqmYdA,UCaHGOzOyeYzLQeKsVkfLEGA,맙소사..🔥2월에 이 작품들이 나온다고..!? ≪G리는 2월 OTT & 드라마 총정리≫,2023-02-02T07:06:19Z,318926,4458,273,"['영화', '지무비', '2월드라마', '2월OTT', 'OTT', '드라마', '카지노', '카지노 시즌2', '모범택시', '모범택시2', '이제훈']"
VhrYwErGp_k,UCaHGOzOyeYzLQeKsVkfLEGA,와..미쳤다.. 다가오는🔥2월🔥에 이 영화들이 개봉한다고..!? ≪G리는 2월 개봉작 총정리≫,2023-01-31T07:00:16Z,576363,8155,433,"['영화', '지무비', '2월개봉작', '바빌론', '앤트맨3', '앤트맨과 와스프 퀀텀매니아', '타이타닉', '어메이징모리스', '다음소희', '서치2']"
KFTA3jdBb3c,UCaHGOzOyeYzLQeKsVkfLEGA,≪카지노≫ 다시 봐도 오금이 저리는.. G렸던 명장면&명대사들..ㄷㄷ,2023-01-29T01:00:06Z,2255399,14643,688,"['영화', '지무비', '드라마', '카지노', '최민식', '손석구', '몰아보기', '카지노 8화', '허성태', '지무비 카지노', '카지노 명장면', '카지노 명대사']"
QCyEcuob94w,UCaHGOzOyeYzLQeKsVkfLEGA,"≪아바타 3,4,5≫ 선공개된 제목으로 미리 알아보는 앞으로의 스토리..! 인간보다 사악한 나비족, ""재의부족""이 등장한다고..!?  개미쳤다..! ㄷㄷ",2023-01-28T01:00:11Z,1810261,15790,1256,"['영화', '지무비', '아바타', '아바타2', '아바타 물의길', '아바타3', '아바타4', '아바타5', '제임스카메론', '재의부족']"
2HV9C175K_I,UCaHGOzOyeYzLQeKsVkfLEGA,"≪카지노≫시즌2 예고편 벌써 떴다..! ㄷㄷ 이렇게 다 보여준다고..?  ""0.1초 단위""로 세세하게 뜯어 분석하면서 시즌2 줄거리 미리 보기..!",2023-01-27T08:45:00Z,3535596,37030,2947,"['영화', '지무비', '드라마', '카지노', '최민식', '손석구', '몰아보기', '카지노 마지막화', '허성태', '지무비 카지노', '카지노 시즌2', '카지노 시즌2 예고편', '카지노2']"
oqWCdrSi0CI,UCaHGOzOyeYzLQeKsVkfLEGA,≪카지노≫ 8화 떴다..! 돈 갖고 튄 범인은.. 미친 대반전..! ㄷㄷ 시즌1 마지막 화 다운.. 진짜 1시간 내내 숨도 못 쉬고 본 레전드 에피소드 강림..!,2023-01-25T11:00:35Z,5527694,65075,3208,"['영화', '지무비', '드라마', '카지노', '최민식', '손석구', '몰아보기', '카지노8화', '카지노8', '카지노 8화', '카지노 마지막화', '허성태', '지무비 카지노']"
6Q0841g11mU,UCaHGOzOyeYzLQeKsVkfLEGA,와.. 미친.. 이 장면을 이렇게 찍은 거였다고..!? ≪G리는 시리즈 통합ver : G렸던 촬영기법 편≫,2023-01-22T00:00:04Z,598748,7032,254,"['영화', '지무비', '드라마', 'G리는시리즈', '촬영기법', '우주', 'CG', '반지의제왕', '부산행', '조니뎁', '타이타닉', '제임스카메론', '왕좌의게임', '인터스텔라']"
8VkmL3mtFyM,UCaHGOzOyeYzLQeKsVkfLEGA,와.. 카지노 최민식이 19년 전에 보여줬던 역대급 인생 연기 G리는 힐링 영화.. 삶에 지친 당신에게 추천드립니다,2023-01-21T02:45:00Z,1165210,10419,838,"['영화', '지무비', '최민식', '차무식', '카지노', '꽃피는봄이오면', '카지노 최민식', '최민식 연기']"
lE78daDtH4M,UCaHGOzOyeYzLQeKsVkfLEGA,≪카지노≫ 7화 떴다..! 미친 대반전 ㅋㅋ 알고 보니 손석구가 최민식을 잡는 게 아니라 둘이 공조를 시작한다고..? ㅋㅋㅋㅋㅋㅋㅋ,2023-01-18T11:00:35Z,4475825,46887,3580,"['영화', '지무비', '드라마', '카지노', '최민식', '손석구', '몰아보기', '카지노7화', '카지노7', '카지노 7화']"
CKXeu1xfZYc,UCaHGOzOyeYzLQeKsVkfLEGA,슈퍼카 매장에 츄리닝 거지꼴로 갔더니 직원한테 개무시당했는데 알고 보니 🔥자산 5800억🔥 자수성가 억만장자🔥이선균이었다고 한다 ㅠㅠ 낼부터 쉬렴 ㅠ≪법쩐≫ 3-4,2023-01-15T01:00:03Z,3965392,25566,1379,"['지무비', '드라마', '법쩐', '이선균', '참교육', '사이다', '문채원']"
3SueT6KsL0c,UCaHGOzOyeYzLQeKsVkfLEGA,아프가니스탄 거지인 줄 알고 개무시했는데 전직 림철령이자 현직 대한민국 최고의 특수 요원 현빈이었다고 한다 ㅠㅠ  잘가..ㅠㅠ,2023-01-13T08:22:59Z,3487944,21740,2204,"['영화', '지무비', '교섭', '현빈', '황정민']"
sUCe3lbPnm0,UCaHGOzOyeYzLQeKsVkfLEGA,1억 or 사망,2023-01-12T08:00:18Z,719434,7694,930,"['지무비', '드라마', '공범', '마피아', '서바이벌', '예능', '장지수', '임요환', '슈퍼비']"
d-KXIUdTiVk,UCaHGOzOyeYzLQeKsVkfLEGA,"≪카지노≫ 6화 떴다..! 최민식, 손석구 드디어 대면..! ㄷㄷ  디즈니+ 역대 기록 쓸어버리고 있는 2023년 레전드 드라마..!",2023-01-11T11:00:31Z,4987420,44782,2081,"['영화', '지무비', '드라마', '카지노', '최민식', '손석구', '몰아보기', '카지노6', '카지노6화']"
V9zwsrORa7I,UCaHGOzOyeYzLQeKsVkfLEGA,"쓰레기 재벌에게 배신당하고 모든 걸 빼앗긴 숫자 천재 이선균이, 10년 동안 그 자식보다 100배 부자가 돼서 돌아온 다음 돈으로 참교육하는 레전드 사이다 드라마 ≪법쩐≫",2023-01-08T01:00:07Z,3534739,30002,1530,"['지무비', '드라마', '법쩐', '이선균', '문채원', '참교육', '사이다']"
ZS5t6aob8zw,UCaHGOzOyeYzLQeKsVkfLEGA,"와..ㅋㅋ 진짜 눈치 1도 안 보고 작정하고 만든 그야말로 저세상 수위 🔥29금🔥찐 으른 드라마, 제목부터 ≪판타G스팟..!≫ ㅋㅋㅋㅋㅋㅋㅋㅋ",2023-01-06T08:00:21Z,2420851,12964,846,"['지무비', '드라마', '하니', '판타G스팟', '최광록', '쿠팡플레이']"
VBVB6uCvohE,UCaHGOzOyeYzLQeKsVkfLEGA,≪카지노≫ 5화 떴다..! 손석구 드디어 등장..! ㄷㄷ IMDb 평점 최고점 기록하며 디즈니+ 한국 드라마 기록 갈아치우고 있는 최민식X손석구 주연 레전드 드라마,2023-01-04T11:00:25Z,5751661,46277,2082,"['영화', '지무비', '드라마', '카지노', '최민식', '손석구', '몰아보기', '카지노 5화', '카지노5']"
C5L_9pFpNNQ,UCaHGOzOyeYzLQeKsVkfLEGA,와..개미쳤다.. 2023년🔥넷플릭스🔥에 이 작품들이 나온다고..!? ≪2023 역대급 G리는 OTT 개봉작 BEST 21≫,2023-01-01T01:00:04Z,4924921,45536,4756,"['지무비', '영화', '드라마', 'ott', '넷플릭스', '디즈니+', '디즈니플러스', '2023', '오징어게임', '지옥', '스위트홈', '오징어게임 시즌2', 'DP시즌2', 'DP', '이병헌', '유아인', '마동석']"
Usp4lTv2PwU,UCaHGOzOyeYzLQeKsVkfLEGA,와..미쳤다..🔥2023년🔥에 이 영화들이 개봉한다고..!? ≪2023 역대급 G리는 개봉작 BEST 14≫,2022-12-31T01:00:17Z,5868316,39771,2164,"['영화', '지무비', '새해', '연말', '미션임파서블7', '2023', '2023개봉작', '미션임파서블', '톰크루즈', '범죄도시', '마석도', '마동석', '노량', '오펜하이머', '크리스토퍼놀란']"
Aqkx40ifYWw,UCaHGOzOyeYzLQeKsVkfLEGA,"≪카지노≫ 4화  떴다..! 최민식X손석구X허성태 역대급 캐스팅, 연기력으로 찢어버리며 전세계 휩쓸고 있는 레전드 드라마.. 이젠 700억으로 필리핀 접수 시작..!",2022-12-28T09:00:04Z,3833709,38292,1481,"['영화', '지무비', '드라마', '카지노', '최민식', '손석구', '몰아보기', '허성태', '이규형']"
SwlScLQmJBM,UCaHGOzOyeYzLQeKsVkfLEGA,진짜 맙소사..ㅋㅋㅋ 영화의 흥망을 갈랐던 타이틀 번역의 중요성 ㅋㅋㅋㅋ 《 G렸던 영화 타이틀 번역 BEST17》,2022-12-25T01:00:07Z,484901,8970,434,"['영화', '지무비', '드라마', 'G리는시리즈', '번역', '초월번역', '발번역', '겨울왕국', '분노의질주']"
KVc_cU5v_A8,UCaHGOzOyeYzLQeKsVkfLEGA,"≪카지노≫1-3화 전설의 시작. 배 나온 평범한 40대 아저씨인 줄 알고 돈 안 갚으려 했는데, 전직 '북파 공작원 출신'에 현직 '카지노 제왕' 최민식이었다고 한다..ㅠ 안녕ㅠ",2022-12-23T09:00:10Z,5011869,37752,1828,"['영화', '지무비', '드라마', '카지노', '최민식', '손석구', '몰아보기']"
v4xMqhFk88w,UCaHGOzOyeYzLQeKsVkfLEGA,의뢰 성공률 100% 흥신소 사장이 우연히 검사로 오해받았는데 오해받은 김에 검찰도 활용하며ㅋㅋ  합법&불법 닥치는대로 이용해서 범인 때려잡는 골때리는 영화 ㅋㅋㅋ ≪젠틀맨≫,2022-12-22T08:00:22Z,718643,6341,290,"['영화', '지무비', '주지훈', '젠틀맨', 'jujihoon', 'kmovie', '박성웅', '최성은']"
m1L_EtTs85E,UCaHGOzOyeYzLQeKsVkfLEGA,평소 신입 의원들 말빨로 기 죽이고 다니던 국회 최고의원이 하필 말빨로만 이 자리에 오른 레전드 신입 국회의원에게 시비를 털어버렸다..! 넌 이제 D졌다..! ≪트롤리≫,2022-12-21T08:00:12Z,1357251,11593,863,"['지무비', '드라마', '미스터리', '박희순', '김현주', '김무열', '정수빈', '트롤리']"
ITIE03LI514,UCaHGOzOyeYzLQeKsVkfLEGA,한국에선 아무도 모르지만 봉준호 감독이 극찬하고 전 세계 영화제에서 23개의 상을 싹쓸이했던.. 여운 끝장나는 애니메이션 영화..ㅠ ≪피부색=꿀색≫,2022-12-18T01:00:08Z,333813,5920,562,"['영화', '지무비', '봉준호', '추천', '피부색꿀색']"
OBfcqqk_ruM,UCaHGOzOyeYzLQeKsVkfLEGA,와..스케일 개미쳤다 ㅋㅋ 대탈출 제작진이 작정하고 만든 역대급 보물찾기 서바이벌 ㄷㄷ,2022-12-16T07:00:06Z,1224829,10917,1033,"['지무비', '예능', '보물찾기', '대탈출', '서바이벌', '방탈출', '오현민']"
kRMmc_3xgDY,UCaHGOzOyeYzLQeKsVkfLEGA,"개미쳤다..손익분기만 2조6천억.. 3시간이 3분처럼 느껴지는, 역사를 또 갈아치울 역대급 영화가 13년만에 드디어 나왔다..!≪아바타: 물의길≫ 전편 요약 & 스포 없는 리뷰",2022-12-14T07:02:16Z,2674452,22195,2271,"['영화', '지무비', '아바타2', '아바타', '물의길', '아바타 물의길', '제임스카메론', '조 샐다나', '샘 워싱턴']"
jqNrkhMx1Ow,UCaHGOzOyeYzLQeKsVkfLEGA,와..진짜 그간의 사극 개념을 아예 통째로 갈아엎어버린.. 그냥 작정하고 미쳐버린 역대급 병맛 사극ㅋㅋㅋㅋ  ≪금혼령≫,2022-12-11T01:00:23Z,1598613,15564,1108,"['지무비', '드라마', '금혼령', '김민주', '박주현', '김영대', '양동근']"
_jXA37y-VXY,UCaHGOzOyeYzLQeKsVkfLEGA,와..미친.. 오일남이 다른 사람이 됐을 수도 있었다고..? 《역대급 G렸던 캐스팅 비화 Best 10》 ㄷㄷ,2022-12-10T01:00:11Z,947460,9448,304,"['영화', '지무비', '드라마', '오징어게임', 'G리는시리즈', '수리남', '우영우', '이상한 변호사 우영우', '박은빈', '김혜수', '한소희', '최민식', '하정우', '황정민', '티모시 샬라메', '조우진', '변기태']"
pbllfigKBiE,UCaHGOzOyeYzLQeKsVkfLEGA,"와.. 싱크로율 미쳤다.. 14년간 안중근 뮤지컬에서 오로지 안중근 역만 하던 레전드 배우를, 이번엔 안중근 영화에 안중근 역으로 캐스팅해서 작정하고 만든 영화 ㄷㄷ ≪영웅≫",2022-12-08T07:00:21Z,1181082,19395,3397,"['영화', '지무비', '영웅', '안중근', '참교육', '사이다', '김고은', '정성화', '나문희', '배정남', '박진주', '이현우']"
Lh58t9nuiA8,UCaHGOzOyeYzLQeKsVkfLEGA,와.. 미친.. 오디오로만 이런 몰입감을 낸다고..?  ≪리버스≫,2022-12-04T01:00:06Z,290828,2816,232,"['영화', '지무비', '드라마', '리버스', '이선빈', '이준혁', '오디오무비']"
dG9Z8fC0P1o,UCaHGOzOyeYzLQeKsVkfLEGA,호텔 VIP가 벨보이 겉모습만 보고 개무시하며 갑질 시전했는데 알고 보니 이 호텔 상속인이었다고 한다.. 넌 D졌다..!  ≪커튼콜≫ 5-8,2022-12-03T01:00:13Z,2413896,14792,585,"['지무비', '드라마', '하지원', '강하늘', 'kdrama', '성동일', '고두심', '정지소', '권상우']"
79BpLOpRhIE,UCaHGOzOyeYzLQeKsVkfLEGA,탄소 빌런,2022-12-01T07:00:03Z,275054,3404,286,"['영화', '지무비', '드라마', '웹드라마', '포스코']"
Hta0-IBYSUg,UCaHGOzOyeYzLQeKsVkfLEGA,"와.. 개가 인간보다 무려 ""1,000,000 배"" 뛰어난 분야가 있다고..?",2022-11-30T07:00:03Z,307973,6507,499,"['지무비', '강아지', '개', '리뷰', '반려견']"
