영상Id,채널Id,영상제목,업로드날짜,조회수,좋아요,댓글,해시태그
TGG-TU6MtAI,UCxtLc0Jqq3SKBWlIXM_OC9g,"ASMR RAW SEAFOOD LOBSTER MUKBANG 탱글탱글 랍스터회 날로 먹기 EATING SOUNDS 랍스터 직접 손질 먹방, 회먹방",2023-01-19T12:00:30Z,710725,13974,250,"['sashimi asmr', 'sashimi mukbang', 'mukbang korean', '먹방 asmr', 'asmr 먹방', 'seafood asmr', 'salmon asmr', 'salmon sashimi asmr', '회먹방', '회asmr', '해산물 먹방', '해산물 asmr', 'korean mukbang', 'asmr seafood', 'muckbang seafood', 'exotic food', 'exoticfood', 'japanese seafood', 'asmr mukbnag', 'octopus asmr', 'octopus eating', 'most popular seafood asmr', 'no talking mukbang', '해산물 모듬', '낙지회 먹방', 'asmr octopus tentacles', 'asmr mukbang', 'octopus mukbang', '멍게 먹방', '멍게 asmr', 'korean exotic food asmr', 'raw octopus mukbang', 'raw fish']"
_DMo6AIXNn0,UCxtLc0Jqq3SKBWlIXM_OC9g,"ASMR RAINBOW CANDIED FRUITS (AVOCADO, STRAWBERRY, HONEYCOMB, GUMMY)TANGHULU  RECIPE&EATING MUKBANG먹방",2023-01-17T12:00:20Z,1060899,9545,292,"['리얼사운드', '咀嚼音', 'CANDIED FRUIT', 'NO TALKING', '탕후루', '탕후루 만드는방법', '딸기 탕후루', 'asmr tanghulu', 'candied fruit', 'ice cracking sounds', 'strawberry tanghulu', 'asmr eating', 'how to make candied fruit', 'how to make tanghulu', '탕후루 만들기', '탕후루 레시피', '탕후루 먹방', 'asmr 먹방', '먹방 asmr', 'asmr candied fruit', 'candied fruits asmr', 'eating tanghulu', 'strawberry tanghulu asmr', 'asmr honeycomb', 'honeycomb eating', 'most popular food for asmr', '서담 탕후루', '알로에 탕후루', '벌꿀 탕후루', 'tanghulu recipe']"
LZ1lp67NA2A,UCxtLc0Jqq3SKBWlIXM_OC9g,"ASMR SPICY SEAFOOD, BLACK BEAN NOODLES 매운 해물찜 짜장라면 먹방 OCTOPUS, ENOKI MUSHROOM COOKING&EATING SOUNDS",2023-01-14T12:00:10Z,1432767,20543,324,"['해물찜 먹방', '해물찜 만들기', '해물찜 먹방 asmr', '해물찜 asmr', '해물찜 레시피', '매운 해물찜', 'korean mukbang', 'seafood korean mukbang', 'seafood boil asmr', 'spicy seafood mukbang', 'asmr seafood', '해산물먹방', '해산물요리', '해물찜레시피', 'spicy recipe', 'seafood recipe', 'seafood cooking', 'mukbang seafood pedas', 'asmr 먹방', '먹방 asmr', '팽이버섯 asmr', 'enoki mushroom mukbang', 'enoki mushroom asmr', 'bigbite', '버섯먹방', 'seafood asmr', 'no talking asmr', 'seafood mukbang', 'chinese food mukbang', '낙지 asmr', '낙지 먹방', '팽이버섯 먹방', 'octopus asmr', 'octopus mukbang']"
h1OXJpuIsy8,UCxtLc0Jqq3SKBWlIXM_OC9g,"ASMR RAINBOW DESSERTS KOHAKUTO 무지개 버섯, 다양 구미, 레인보우 먹방 EYEBALL GUMMY CREPE CAKE EATING SOUNDS MUKBANG",2023-01-12T12:00:31Z,4021972,14981,303,"['asmr dessert', 'jelly asmr', '젤리 먹방', 'asmr eating', 'mukbang korean', 'asmr mukbang', '디저트 먹방', '색깔먹방', 'jelly balls', 'asmr food', 'asmr 먹방', '먹방 asmr', 'most popular dessert', 'asmr edible', '컬러푸드 먹방', 'most popular food for asmr', 'color food asmr', 'asmr rainbow food', 'asmr jelly', 'asmr rainbow dessert', 'asmr rainbow desserts', 'rainbow dessert asmr', 'rainbow desserts asmr', '무지개 먹방', 'eating jelly', '젤리먹방', '컬러 푸드 먹방', 'asmr gummy', 'asmr jello', 'asmr boba', 'eating boba', 'asmr popping boba', 'popping boba asmr']"
bqFNgDBnMJc,UCxtLc0Jqq3SKBWlIXM_OC9g,ASMR RAINBOW FROZEN NIK-L-NIP KOHAKUTO HONEY JELLY 무지개 먹방 *꿀젤리 얼린닉클립 코하쿠토 젤리먹방 EATING SOUNDS MUKBANG,2023-01-09T12:00:21Z,10674623,31517,585,"['eating sounds', 'mukbang', 'asmr eating', 'asmr food', 'asmr 먹방', '먹방 asmr', 'asmr rainbow food', 'asmr rope jelly', 'asmr gummy', 'asmr jello', 'asmr jelly', '젤리 먹방', 'asmr rainbow dessert', 'asmr rainbow desserts', 'rainbow dessert asmr', 'rainbow desserts asmr', 'asmr boba', 'eating rainbow popping boba', 'most popular food for asmr', 'most popular dessert', '무지개 먹방', 'eating jelly', '젤리먹방', '디저트 먹방', '컬러푸드 먹방', 'color food asmr', 'color food mukbnag', 'desserts', 'slime asmr', '슬라임 asmr', 'jelly asmr', 'gummy asmr']"
GngLvgamgj8,UCxtLc0Jqq3SKBWlIXM_OC9g,ASMR KOREAN RAW BEEF 한우 육회 먹방 EXOTIC YUKHOE KOREAN STYLE STEAK TARTARE EATING SOUNDS MUKBANG,2023-01-07T12:02:10Z,562244,11112,400,"['eating sounds', 'mukbang', 'no talking', '먹방', '리얼사운드', 'asmr eating', 'asmr food', 'asmr 먹방', '먹방 asmr', 'eating sound', 'eating', '육회 먹방', '육회 양념', '육회 ASMR', 'Beef Tartare ASMR', 'ユッケ', 'Beef ASMR', 'BEEF EAT', 'RAW BEEF', '회', '육사시미', 'EATING SOUND', 'ビビンバ', '육회사시미', 'Yukhoe', 'Hackepeter', 'món thịt bò sống', 'ยุกฮฺเว', 'sashimi', 'mukbang korean', 'mukbang sound', 'real sound mukbang', 'yt:cc=on', 'exotic food', 'korean food asmr', 'KOREAN EXOTIC FOOD', 'raw beef mukbang', '生拌牛肉', '生牛肉拌饭', 'юкхе', 'үхрийн', 'कच्चा', 'نائية', '뭉티기']"
vXRJ1Oo8lLw,UCxtLc0Jqq3SKBWlIXM_OC9g,"ASMR PINK GREEN 핑크연두 HONEYCOMB, EDIBLE SPOONS, DICE CANDY, KOHAKUTO 주사위 캔디, 먹는 숟가락, 코하쿠토 먹방 MUKBANG",2023-01-05T12:00:36Z,473618,5513,189,"['asmr food', 'asmr 먹방', '먹방 asmr', 'chocolate asmr', 'ice asmr', 'ice eating', 'pink food asmr', 'asmr dessert', '젤리먹방asmr', 'most popular sweets', '젤리 먹방', 'food asmr', 'jelly noodles', '디저트 먹방', '컬러 푸드 먹방', 'color food asmr', '분홍 먹방', 'asmr eating', 'chocolate', 'green food', 'asmr green food', '컬러푸드 먹방', 'desserts asmr', 'jelly asmr', 'asmr mukbang', 'asmr gummy', '젤리먹방', '신기한 먹방', 'asmr strawberry', 'asmr pink desserts', 'asmr pink color food', 'mukbang korean', 'asmr weird food', '신기한 음료', '신기한 물 먹방 asmr', '꿀젤리 asmr', '꿀젤리 먹방']"
_zQAxZ35ikk,UCxtLc0Jqq3SKBWlIXM_OC9g,"ASMR DAECHANG 통대창, 매운 쭈꾸미 SPICY OCTOPUS, SAUSAGE, FIRE NOODLES EATING SOUNDS MUKBANG 불닭쌈, 칼집 소시지 먹방",2023-01-02T12:00:17Z,1729417,25032,492,"['mukbang', '먹방 asmr', '먹방', 'korean mukbang', 'seafood korean mukbang', 'seafood boil asmr', 'spicy seafood mukbang', 'asmr seafood', 'seafood cooking', 'mukbang seafood pedas', 'asmr 먹방', '팽이버섯 asmr', 'enoki mushroom asmr', 'bigbite', '버섯먹방', 'seafood mukbang', 'chinese food mukbang', '낙지 asmr', '낙지 먹방', '팽이버섯 먹방', 'octopus asmr', 'octopus mukbang', 'ASMR', 'MUKBAMG', 'EATING SOUNDS', '리얼사운드', '咀嚼音', 'asmr eating', 'lesa asmr', 'BEEF LARGE INTESTINES', 'DEACHANG', '대창', '대창 먹방', '통대창', 'eating sounds', 'asmr food', 'most popular food for asmr']"
R4P-5UhWMa0,UCxtLc0Jqq3SKBWlIXM_OC9g,"ASMR RAINBOW DESSERTS, COLOR DRINKS 무지개 먹방 *마법의 물, 캔디떡, 코하쿠토, 레인보우 젤리 KOHAKUTO POPPING BOBA MUKBANG",2022-12-30T12:00:33Z,1948722,10768,322,"['asmr rainbow desserts', 'no talking', 'asmr eating', 'asmr food', 'asmr 먹방', '먹방 asmr', 'eating sound', 'asmr rainbow food', 'asmr gummy', 'asmr jello', 'asmr jelly', '젤리 먹방', 'asmr rainbow dessert', 'rainbow dessert asmr', 'rainbow desserts asmr', 'most popular food for asmr', 'most popular dessert', '무지개 먹방', 'asmr macaron', 'eating jelly', '젤리먹방', '디저트 먹방', '컬러 푸드 먹방', 'color food asmr', 'color food mukbnag', 'asmr boba', 'eating boba', 'asmr popping boba', 'popping boba asmr', 'asmr rainbow popping boba']"
kGYbGlSvnyY,UCxtLc0Jqq3SKBWlIXM_OC9g,"ASMR RAW SEAFOOD MUKBANG 참치 배꼽살, 해삼, 굴, 전복회 먹방 TUNA OYSTER SEA CUCUMBER ABALON EATING MUKBANG KOREAN",2022-12-27T12:00:33Z,1190263,17570,351,"['さしみ', 'sashimi asmr', 'sashimi mukbang', 'no talking asmr', '연어먹방', 'mukbang korean', '먹방 asmr', 'asmr 먹방', 'seafood asmr', 'salmon asmr', 'salmon sashimi asmr', 'japanese seafood', '회먹방', '회asmr', '해산물 먹방', '해산물 asmr', 'mukbang eating show', 'korean mukbang', '굴먹방 asmr', 'eating osysters', 'asmr seafood', '노토킹 asmr 이팅사운드', 'muckbang seafood', 'exotic food', 'raw oyster mukbang', 'raw oyster asmr', '생굴 asmr', 'مأكولات بحرية', 'カキ', '牡蠣', '바위굴 먹방', 'หอยนางรมยักษ์', 'no talking eating sounds', 'no talking mukbang', 'eating sounds']"
lNKjEeT5Vi4,UCxtLc0Jqq3SKBWlIXM_OC9g,"ASMR RAINBOW DESSERTS KOHAKUTO FRUITS PUNCH PEPPER 무지개 디저트 코하쿠토, 다양 과일 먹방 투명캔디 EATING SOUNDS MUKBANG",2022-12-24T12:00:33Z,504847,5120,171,"['exotic fruit asmr', 'asmr fruit platter', 'asmr mukbang', 'asmr fruit', 'fruit surgery', 'colorful fruit', '과일asmr먹방', '과일 asmr 노토킹', 'asmr food', 'asmr 먹방', '먹방 asmr', 'asmr rainbow food', 'asmr gummy', 'asmr jelly', '젤리 먹방', 'asmr rainbow dessert', 'rainbow dessert asmr', '무지개 먹방', '컬러 푸드 먹방', 'color food asmr', 'color food mukbnag', 'DONA', 'fruit platter', 'asmr exotic fruit platter', 'asmr colorful fruit platter', 'asmr most popular', 'asmr fruit eating', 'korean mukbang', '열대과일먹방asmr', '과일 먹방', 'ASMR EXOTIC FRUITS PLATTER']"
zpD9wzFdcYw,UCxtLc0Jqq3SKBWlIXM_OC9g,ASMR RAINBOW DESSERTS POP IT KOHAKUTO 무지개 디저트 아이스크림 팝잇 푸쉬팝 코하쿠토 RAINBOW DRINKING SOUNDS MUKBANG 먹방,2022-12-21T12:00:36Z,1952993,11780,319,"['asmr eating', 'asmr food', 'asmr 먹방', '먹방 asmr', 'asmr rainbow food', 'asmr gummy', 'asmr jello', 'asmr jelly', '젤리 먹방', 'asmr rainbow dessert', 'asmr rainbow desserts', 'rainbow dessert asmr', 'rainbow desserts asmr', 'most popular food for asmr', 'most popular dessert', '무지개 먹방', 'eating jelly', '젤리먹방', '디저트 먹방', 'color food asmr', 'color food mukbnag', 'jelly asmr', '마시멜로우', 'food asmr', 'asmr dessert', 'mukbang korean', 'asmr 이팅사운드', 'asmr mukbang', 'eating sound', 'asmr macarons', 'asmr macaron', 'asmr', 'eating sounds']"
FDlk5unIXKU,UCxtLc0Jqq3SKBWlIXM_OC9g,"ASMR SPICY FRIED CHICKEN, BLACK BEAN NOODLES, CHEESE BALLS 직접만든 양념치킨, 트러플 짜파게티 치즈볼 EATING MUKBANG 먹방",2022-12-19T12:00:08Z,554093,9999,212,"['먹방 asmr', 'seafood korean mukbang', 'seafood boil asmr', 'spicy seafood mukbang', 'asmr seafood', 'seafood cooking', 'mukbang seafood pedas', 'asmr 먹방', 'enoki mushroom asmr', 'bigbite', '버섯먹방', 'seafood mukbang', 'chinese food mukbang', '낙지 asmr', '낙지 먹방', '팽이버섯 먹방', 'octopus asmr', 'octopus mukbang', 'ASMR', '리얼사운드', 'asmr eating', 'lesa asmr', 'BEEF LARGE INTESTINES', 'DEACHANG', '대창', '대창 먹방', '통대창', 'eating sounds', 'asmr food', 'most popular food for asmr', '마라탕 먹방', '먹방 레전드', 'spicy recipe', 'enoki mushroom mukbang', 'seafood asmr']"
gmsxHUAsi1o,UCxtLc0Jqq3SKBWlIXM_OC9g,"ASMR PURPLE DESSERTS 보라색 먹는 수건, 보라딸기 EDIBLE TOWEL SAPPHIRE TANGHULU KOHAKUTO RAINBOW 디저트 먹방 MUKBANG",2022-12-17T12:00:32Z,1128252,9699,267,"['asmr food', 'asmr 먹방', '먹방 asmr', 'chocolate asmr', 'most popular asmr foods', 'asmr dessert', '젤리 먹방', 'food asmr', '디저트 먹방', '컬러 푸드 먹방', 'color food asmr', 'color food mukbnag', 'jelly eating', 'asmr eating', 'asmr mukbang', 'asmr gummy', 'eating jelly', '젤리먹방', '신기한 먹방', 'asmr strawberry', 'asmr edible', 'jelly eating sounds', 'jello food', '마시멜로우', 'Eating food', '팝핑보바 먹방', '쿄호젤리 먹방', '쿄호젤리 asmr', 'purple food asmr', 'asmr tanghulu', 'asmr rainbow desserts', 'asmr rainbow food', 'asmr jelly', 'asmr unicorn', '무지개 먹방', '유니콘 먹방']"
3bCPWtT5vaU,UCxtLc0Jqq3SKBWlIXM_OC9g,ASMR RAINBOW DESSERTS KOHAKUTO COLOR BALLONS FROZEN NIK-L-NIP 무지개 디저트 먹방 얼린 닉클립 레인보우 코하쿠토 먹방 MUKBANG,2022-12-15T12:00:04Z,2756330,13804,283,"['asmr rainbow desserts', 'no talking', 'asmr eating', 'asmr food', 'asmr 먹방', '먹방 asmr', 'eating sound', 'asmr rainbow food', 'asmr gummy', 'asmr jello', 'asmr jelly', '젤리 먹방', 'asmr rainbow dessert', 'rainbow dessert asmr', 'rainbow desserts asmr', 'most popular food for asmr', 'most popular dessert', '무지개 먹방', 'asmr macaron', 'eating jelly', '젤리먹방', '디저트 먹방', '컬러 푸드 먹방', 'color food asmr', 'color food mukbnag', 'asmr boba', 'eating boba', 'asmr popping boba', 'popping boba asmr', 'asmr rainbow popping boba']"
EdJixofI03c,UCxtLc0Jqq3SKBWlIXM_OC9g,"ASMR RAW SEAFOOD MUKBANG 꼴뚜기회, 방어회, 새우, 생굴 문어 바다포도 먹방 OYSTER, BABY SQUID, OCTOPUS SHRIMP, SEA GRAPES",2022-12-13T12:00:07Z,1532046,23539,413,"['さしみ', 'sashimi asmr', 'sashimi mukbang', 'no talking asmr', '연어먹방', 'mukbang korean', '먹방 asmr', 'asmr 먹방', 'seafood asmr', 'salmon asmr', 'salmon sashimi asmr', 'japanese seafood', '회먹방', '회asmr', '해산물 먹방', '해산물 asmr', 'mukbang eating show', 'korean mukbang', '굴먹방 asmr', 'eating osysters', 'asmr seafood', '노토킹 asmr 이팅사운드', 'muckbang seafood', 'exotic food', 'raw oyster mukbang', 'raw oyster asmr', '생굴 asmr', 'مأكولات بحرية', 'カキ', '牡蠣', '바위굴 먹방', 'หอยนางรมยักษ์', 'no talking eating sounds', 'no talking mukbang', 'eating sounds']"
f1gSRra8r48,UCxtLc0Jqq3SKBWlIXM_OC9g,"ASMR DAECHANG 통대창 킬바사 불닭팽이버섯 쭈꾸미 먹방 KIELBASA SAUSAGE, ENOKI MUSHROOM, SPICY OCTOPUS  MUKBANG KOREAN",2022-12-06T12:02:53Z,5996686,67468,1000,"['mukbang', '먹방 asmr', '먹방', 'korean mukbang', 'seafood korean mukbang', 'seafood boil asmr', 'spicy seafood mukbang', 'asmr seafood', 'seafood cooking', 'mukbang seafood pedas', 'asmr 먹방', '팽이버섯 asmr', 'enoki mushroom asmr', 'bigbite', '버섯먹방', 'seafood mukbang', 'chinese food mukbang', '낙지 asmr', '낙지 먹방', '팽이버섯 먹방', 'octopus asmr', 'octopus mukbang', 'ASMR', 'MUKBAMG', 'EATING SOUNDS', '리얼사운드', '咀嚼音', 'asmr eating', 'lesa asmr', 'BEEF LARGE INTESTINES', 'DEACHANG', '대창', '대창 먹방', '통대창', 'eating sounds', 'asmr food', 'most popular food for asmr']"
WHDAiiyNxYE,UCxtLc0Jqq3SKBWlIXM_OC9g,ASMR RAINBOW DESSERTS 무지개 먹방 벌꿀집 코하쿠토 주사위캔디 레인보우 주사기 먹방 KOHAKUTO HONEY COMB DRINKING SOUNDS MUKBANG,2022-12-03T12:00:18Z,6728172,24416,536,"['asmr rainbow desserts', 'no talking', 'asmr eating', 'asmr food', 'asmr 먹방', '먹방 asmr', 'eating sound', 'asmr rainbow food', 'asmr gummy', 'asmr jello', 'asmr jelly', '젤리 먹방', 'asmr rainbow dessert', 'rainbow dessert asmr', 'rainbow desserts asmr', 'most popular food for asmr', 'most popular dessert', '무지개 먹방', 'asmr macaron', 'eating jelly', '젤리먹방', '디저트 먹방', '컬러 푸드 먹방', 'color food asmr', 'color food mukbnag', 'asmr boba', 'eating boba', 'asmr popping boba', 'popping boba asmr', 'asmr rainbow popping boba']"
XKs_0Nfu980,UCxtLc0Jqq3SKBWlIXM_OC9g,ASMR RAINBOW DESSERTS 갤럭시 무지개 디저트 KOHAKUTO PUSH POP EDIBLE SPOON 레인보우 코하쿠토 숟가락 팝잇 먹방 EATING MUKBANG,2022-12-01T12:00:24Z,4009976,21188,477,"['eating sounds', 'asmr food', 'asmr 먹방', '먹방 asmr', 'asmr rainbow food', 'asmr gummy', 'asmr jelly', '젤리 먹방', 'asmr rainbow dessert', 'asmr rainbow desserts', 'rainbow dessert asmr', 'rainbow desserts asmr', 'most popular dessert', '무지개 먹방', 'eating jelly', '젤리먹방', '디저트 먹방', 'color food asmr', 'color food mukbnag', 'asmr mukbang', 'colorful fruit', 'DONA', 'korean mukbang', 'thumbnail', '코하쿠토', '젤리', '레인보우', 'rainbow desserts', 'rainbow food', 'rainbow dessert', 'asmr eating', 'asmr jello', 'asmr boba', 'eating rainbow popping boba']"
1cFTxCQ5W80,UCxtLc0Jqq3SKBWlIXM_OC9g,"ASMR SPICY BABY OCTOPUS, TRUFFLE BLACK BEAN NOODLES, ENOKI MUSHROOMS 짜장불닭팽이 짜파게티 먹방  EATING MUKBANG",2022-11-28T12:00:01Z,1344828,17616,511,"['마라탕 먹방', '먹방 레전드', 'mukbang', '마라탕 asmr', '먹방 asmr', '먹방', '해물찜 먹방 asmr', '해물찜 asmr', 'korean mukbang', 'seafood korean mukbang', 'seafood boil asmr', 'spicy seafood mukbang', 'asmr seafood', 'spicy recipe', 'seafood recipe', 'seafood cooking', 'mukbang seafood pedas', 'asmr 먹방', '팽이버섯 asmr', 'enoki mushroom mukbang', 'enoki mushroom asmr', 'bigbite', '버섯먹방', 'seafood asmr', 'no talking asmr', 'seafood mukbang', 'chinese food mukbang', '낙지 asmr', '낙지 먹방', '팽이버섯 먹방', 'octopus asmr', 'octopus mukbang']"
ngpmwc1EW1Y,UCxtLc0Jqq3SKBWlIXM_OC9g,ASMR RED DESSERTS 빨간색 디저트 딸기 탕후루 물방울떡 STRAWBERRY TANGHULU RAINDROP RICE CAKE EATING SOUNDS MUKBANG먹방,2022-11-26T12:00:35Z,841005,8901,257,"['asmr rainbow desserts', 'no talking', 'asmr eating', 'asmr food', 'asmr 먹방', '먹방 asmr', 'eating sound', 'asmr rainbow food', 'asmr gummy', 'asmr jello', 'asmr jelly', '젤리 먹방', 'asmr rainbow dessert', 'rainbow dessert asmr', 'rainbow desserts asmr', 'most popular food for asmr', 'most popular dessert', '무지개 먹방', 'asmr macaron', 'eating jelly', '젤리먹방', '디저트 먹방', '컬러 푸드 먹방', 'color food asmr', 'color food mukbnag', 'asmr boba', 'eating boba', 'asmr popping boba', 'popping boba asmr', 'asmr rainbow popping boba']"
hBJu3za88FE,UCxtLc0Jqq3SKBWlIXM_OC9g,ASMR RAINBOW DESSERTS 무지개 먹방 팝핑보바 보석 코하쿠토 신기한 물 먹방 POPPING BOBA JELLY GUMMY DRINKING SOUNDS MUKBANG,2022-11-24T12:00:40Z,3457537,16268,395,"['asmr rainbow desserts', 'no talking', 'asmr eating', 'asmr food', 'asmr 먹방', '먹방 asmr', 'eating sound', 'asmr rainbow food', 'asmr gummy', 'asmr jello', 'asmr jelly', '젤리 먹방', 'asmr rainbow dessert', 'rainbow dessert asmr', 'rainbow desserts asmr', 'most popular food for asmr', 'most popular dessert', '무지개 먹방', 'asmr macaron', 'eating jelly', '젤리먹방', '디저트 먹방', '컬러 푸드 먹방', 'color food asmr', 'color food mukbnag', 'asmr boba', 'eating boba', 'asmr popping boba', 'popping boba asmr', 'asmr rainbow popping boba']"
pF47J7wAv6E,UCxtLc0Jqq3SKBWlIXM_OC9g,"ASMR RAW SEAFOOD MUKBANG 전어회, 새우회, 연어회, 바다포도 먹방 RAW SALMON, SHRIMP,  SEA GRAPES EATING SOUNDS KOREAN",2022-11-22T12:00:41Z,1221121,19425,324,"['sashimi mukbang', 'no talking asmr', '연어먹방', 'mukbang korean', '먹방 asmr', 'asmr 먹방', 'seafood asmr', 'salmon asmr', 'salmon sashimi asmr', '회먹방', '회asmr', '해산물 먹방', '해산물 asmr', 'asmr seafood', 'muckbang seafood', 'exotic food', '생새우', '생새우asmr', '생새우회', 'korean seafood', 'raw seafood asmr', 'raw fish mukbang', '전어회 먹방', '전어회 asmr', '통전어회', '통전어 먹방', '통전어 asmr', '전어회 통', '전어회', 'Raw fish', 'korean asmr', '이팅사운드', '먹방', '가을전어', '노토킹 이탕사운드 먹방', 'seafood sashimi korean', 'korean sashimi mukbang', 'raw seafood korean', 'raw fish korean', '먹방 레전드', 'mukbang']"
nhJP7B3ICbM,UCxtLc0Jqq3SKBWlIXM_OC9g,ASMR RAINBOW DESSERTS FROZEN NIK-L-NIP FRUITS KOHAKUTO 무지개 디저트 코하쿠토 얼린 닉클립 먹방 EATING SOUNDS MUKBANG,2022-11-16T12:00:38Z,4589085,23366,466,"['eating sounds', 'asmr food', 'asmr 먹방', '먹방 asmr', 'asmr rainbow food', 'asmr gummy', 'asmr jelly', '젤리 먹방', 'asmr rainbow dessert', 'asmr rainbow desserts', 'rainbow dessert asmr', 'rainbow desserts asmr', 'most popular dessert', '무지개 먹방', 'eating jelly', '젤리먹방', '디저트 먹방', 'color food asmr', 'color food mukbnag', 'asmr mukbang', 'colorful fruit', 'DONA', 'korean mukbang', 'thumbnail', '코하쿠토', '젤리', '레인보우', 'rainbow desserts', 'rainbow food', 'rainbow dessert', 'asmr eating', 'asmr jello', 'asmr boba', 'eating rainbow popping boba']"
GJT60MVK6PI,UCxtLc0Jqq3SKBWlIXM_OC9g,"ASMR PINK DRINKS, RAINBOW CREPE CAKE, HONEY COMB KOHAKUTO 핑크색 디저트 무지개 크레이프 벌꿀집 코하쿠토 꿀젤리 먹방 MUKBANG",2022-11-14T12:00:11Z,2874435,20170,502,"['asmr food', 'asmr 먹방', '먹방 asmr', 'chocolate asmr', 'pink food asmr', 'most popular asmr foods', 'asmr dessert', '젤리 먹방', 'food asmr', '디저트 먹방', '컬러 푸드 먹방', 'color food asmr', 'color food mukbnag', '분홍 먹방', 'jelly asmr', 'jelly eating', 'asmr eating', 'asmr mukbang', 'asmr gummy', 'most popular dessert', 'eating jelly', '젤리먹방', '신기한 먹방', 'asmr strawberry', 'asmr pink desserts', 'asmr pink ice cream', 'asmr pink color food', 'mukbang korean', 'asmr weird food', 'asmr edible', '신기한 음료', '신기한 물 먹방 asmr', '꿀젤리 asmr', '꿀젤리 먹방']"
6bkZQ2GgDVA,UCxtLc0Jqq3SKBWlIXM_OC9g,"ASMR SPICY SEAFOOD MUKBANG 불닭 해물찜, 팽이버섯 먹방 ENOKI MUSHROOMS OCTOPUS SHRIMP CRAB EATING&COOKING SOUNDS",2022-11-11T12:00:07Z,1221264,18200,265,"['버섯먹방', 'spicymushroomasm', 'squidasmr', 'octopusasmr', '불닭버섯먹방', '문어먹방', 'webfootoctopusasmr', '주꾸미먹방', 'mukbang', '팽이버섯먹방', 'oysterasmr', '해산물먹방', '새우먹방', 'shrimpasmr', 'mushroomasmr', 'mukbangasmr', '해물찜 먹방', '해물찜 먹방 asmr', '해물찜 asmr', 'korean mukbang', 'seafood boil asmr', 'spicy seafood mukbang', 'asmr seafood', '해산물요리', 'spicy recipe', 'seafood recipe', 'seafood cooking', 'asmr 먹방', '먹방 asmr', '팽이버섯 asmr', 'enoki mushroom mukbang', 'enoki mushroom asmr', 'seafood asmr', 'seafood mukbang', '낙지 asmr', '낙지 먹방', '팽이버섯 먹방', 'octopus asmr', 'octopus mukbang']"
W0KoFUDV4Tw,UCxtLc0Jqq3SKBWlIXM_OC9g,ASMR RAINBOW DESSERTS KOHAKUTO 신기한 무지개 먹방 SPOONS BOBA GUMMY MACARON JELLY DRINKING SOUNDS MUKBANG,2022-11-09T12:45:43Z,2803083,13961,370,"['eating sounds', 'mukbang', 'asmr food', 'asmr 먹방', '먹방 asmr', 'asmr rainbow food', 'asmr gummy', 'asmr jelly', '젤리 먹방', 'asmr rainbow dessert', 'asmr rainbow desserts', 'rainbow dessert asmr', 'rainbow desserts asmr', 'most popular dessert', '무지개 먹방', 'eating jelly', '젤리먹방', '디저트 먹방', '컬러 푸드 먹방', 'color food asmr', 'color food mukbnag', 'desserts', 'asmr mukbang', 'asmr fruit', 'fruit surgery', 'colorful fruit', 'DONA', 'korean mukbang', 'eyeball gummy', 'thumbnail', '코하쿠토', '젤리', '레인보우', 'rainbow desserts', 'rainbow food', 'rainbow dessert']"
ZNo9u_0g8qk,UCxtLc0Jqq3SKBWlIXM_OC9g,ASMR RAINBOW DESSERTS KOHAKUTO WATERMELON TANGHULU JELLY 무지개 디저트 수박 탕후루 레인보우 젤리 구미 EATING MUKBANG 먹방,2022-11-07T12:00:23Z,1640284,10001,244,"['asmr dessert', 'most popular food', 'jelly asmr', 'jelly eating sounds', 'jello food', '젤리 먹방', 'Eating food', 'food asmr', 'asmr eating', 'mukbang korean', 'asmr mukbang', 'jelly noodles', '디저트 먹방', 'most popular sweets', 'asmr red food', 'jelly balls', '빨간색 먹방', 'asmr food', 'asmr 먹방', '먹방 asmr', 'asmr gummy', 'asmr jello', 'most popular dessert', '녹색 음식모음', 'watermelon dessert', 'watermelon asmr', 'Eating Sounds', 'most popular food for asmr', 'color food asmr', '먹방', '먹방 브이로그', '먹방 레전드', '젤리먹방', '막방', '탕후루', '탕후루 먹방', '초코 먹방', '호유']"
Ohkw_jqCa-I,UCxtLc0Jqq3SKBWlIXM_OC9g,ASMR DEACHANG KIMCHI MUKBANG 바삭한 통대창 쪽파김치 먹방 GRILLED BEEF LARGE INTESTINES COOKING & EATING KOREAN,2022-11-05T12:00:23Z,6067995,69272,1634,"['ASMR', '먹방', 'MUKBAMG', 'EATING SOUNDS', '리얼사운드', '咀嚼音', 'yt:cc=on', 'えーえすめむあーる', 'asmr eating', 'lesa asmr', '먹방 asmr', '食べる音', 'asmr 咀嚼音', 'صوت الاكل', 'BEEF LARGE INTESTINES', 'DEACHANG', '대창', '대창 먹방', '통대창', 'ホルモン', 'テチャン', 'eating sounds', 'mukbang', 'asmr food', 'asmr 먹방', 'most popular food for asmr']"
