영상Id,채널Id,영상제목,업로드날짜,조회수,좋아요,댓글,해시태그
KyHGzyaIFTc,UC2fsxQr6Hcx1enORxXgKpxQ,"ASMR EDIBLE WINDMILL, JELLY GUMMY CANDY 바람개비, 젤리 먹방 MUKBANG",2023-05-02T13:39:16Z,17234,890,95,"['mukbang', 'asmr', '먹방', 'JANE', '제인', 'rainbow', 'jelly', 'gummy', 'windmill', 'marshmallows', '젤리', '캔디', '구미', 'candy']"
Y8bvgecTqo4,UC2fsxQr6Hcx1enORxXgKpxQ,jelly 젤리 먹방 #shorts,2023-05-02T10:51:35Z,23685,809,0,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
1SmyVCmoRD8,UC2fsxQr6Hcx1enORxXgKpxQ,"ASMR RAINBOW FOODS *EDIBLE DICE, CANDY, UNICORN STICK 무지개 케이크, 주사위 먹방 MUKBANG",2023-05-01T13:37:07Z,83582,1904,144,"['asmr', 'eating sounds', 'mukbang', 'no talking', '먹방', '리얼사운드', 'asmr eating', 'asmr food', 'asmr 먹방', '먹방 asmr', 'eating sound', 'jane asmr', '제인 asmr', 'asmr rainbow foods', 'eating rainbow foods', 'asmr rainbow desserts', 'eating rainbow desserts', 'asmr cake', 'eating cake', 'asmr macaron', 'eating macaron', 'asmr rainbow cake', 'eating rainbow cake', 'asmr rainbow macaron', 'eating rainbow macaron', 'edible dice', 'dice candy', 'unicorn', '주사위 먹방', '주사위', '주사위 사탕', '주사위 캔디', 'candy']"
rmRx0CBU86s,UC2fsxQr6Hcx1enORxXgKpxQ,watermelon 수박 먹방 #shorts,2023-05-01T11:05:44Z,53516,1519,11,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
DTkT6ToYwgc,UC2fsxQr6Hcx1enORxXgKpxQ,"ASMR CONVENIENCE STORE *HAMBURGER, FIRE NOODLES, SAUSAGE 편의점 먹방 MUKBANG",2023-04-30T13:52:30Z,104316,3256,203,"['mukbang', 'asmr', '먹방', 'JANE', '제인', '편의점', 'convenience store', '불닭', '김밥', 'fire noodles']"
vGwKEwyfJv4,UC2fsxQr6Hcx1enORxXgKpxQ,rainbow watermelon 수박 젤리 먹방 #shorts,2023-04-30T12:16:11Z,66670,1952,16,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
_QkYkC11IN0,UC2fsxQr6Hcx1enORxXgKpxQ,ASMR WATERMELON TANGHULU CANDIED STRAWBERRY 수박 딸기 탕후루 먹방 MUKBANG,2023-04-29T13:41:08Z,103803,2447,163,"['mukbang', 'asmr', '먹방', 'JANE', '제인', 'strawberry', 'tanghulu', 'candied fruit', '탕후루', 'watermelon']"
FoWsnfq56kc,UC2fsxQr6Hcx1enORxXgKpxQ,jelly 젤리 먹방 #shorts,2023-04-29T10:40:12Z,90032,2705,22,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
ObeN7fpWXMs,UC2fsxQr6Hcx1enORxXgKpxQ,"ASMR RAINBOW CUBE, WAX STICKS, RAINBOW KOHAKUTO 큐브 왁스 코하쿠토 먹방 MUKBANG",2023-04-28T13:22:02Z,116631,2192,163,"['mukbang', 'asmr', '먹방', 'JANE', '제인', 'rainbow', 'jelly', 'gummy', 'kohakuto', 'nik-l-nip', 'wax bottle', 'wax sticks']"
qX2JEh2DGGI,UC2fsxQr6Hcx1enORxXgKpxQ,Edible spoon 숟가락 먹방 #shorts,2023-04-28T07:37:56Z,252637,5574,25,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
pjRhtWsAWAk,UC2fsxQr6Hcx1enORxXgKpxQ,"ASMR BIRTHDAY CAKE 🌹 꽃 케이크 ROSE, FLOWER, MOUSSE CAKE 먹방  MUKBANG",2023-04-27T13:37:03Z,120785,3635,320,"['mukbang', 'asmr', '먹방', 'JANE', '제인', 'BIRTHDAY CAKE', '케이크', 'cakes', 'mousse cake', '무스케이크', '꽃', 'flower']"
Wts-ngIB1Qc,UC2fsxQr6Hcx1enORxXgKpxQ,rainbow jelly 레인보우 젤리 먹방 #shorts,2023-04-27T11:15:02Z,79714,2320,18,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
MT83_Ud1sTw,UC2fsxQr6Hcx1enORxXgKpxQ,"ASMR MUKBANG WATERMELON DESSERT, EDIBLE SPOON 수박 숟가락 먹방",2023-04-26T13:23:13Z,124328,2323,162,"['먹방', 'MUKBANG', 'ASMR', 'eating', 'Jelly', 'watermelon', '수박 디저트', 'dessert', 'edible spoon', '먹는 숟가락']"
JD3FUlAKFJM,UC2fsxQr6Hcx1enORxXgKpxQ,pink ice cream #shorts,2023-04-26T10:42:25Z,122910,4125,31,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
31nPbRPgD0o,UC2fsxQr6Hcx1enORxXgKpxQ,"ASMR BASKETBALL, WATERMELON, EARTH, EYEBALL JELLY MUKBANG 농구공 젤리 먹방",2023-04-25T13:21:02Z,260726,3016,185,"['먹방', 'MUKBANG', 'ASMR', 'eating', 'Jelly', 'candy', 'rainbow', 'gummy', '레인보우', '무지개']"
1rP1iacmYTo,UC2fsxQr6Hcx1enORxXgKpxQ,who loves rainbow? #shorts,2023-04-25T08:56:37Z,83119,2679,19,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
qlw7F-HcXf4,UC2fsxQr6Hcx1enORxXgKpxQ,ASMR MUKBANG ICE CREAM PARTY 아이스크림 먹방,2023-04-24T12:40:50Z,121793,2658,211,"['mukbang', 'asmr', '먹방', 'JANE', '제인', 'chocolate', '초콜릿', 'ice cream', '아이스크림']"
q16UnuQcIMo,UC2fsxQr6Hcx1enORxXgKpxQ,bubble tea 버블티 먹방 #shorts,2023-04-24T07:52:03Z,124427,3785,32,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
HV_42qdVhTY,UC2fsxQr6Hcx1enORxXgKpxQ,ASMR KOREAN CONVENIENCE STORE MUKBANG 한국 편의점 먹방,2023-04-23T12:37:33Z,186183,4782,315,"['mukbang', 'asmr', '먹방', 'JANE', '제인', '편의점', 'convenience store', '불닭', '김밥', 'fire noodles']"
zresO7A8Zeo,UC2fsxQr6Hcx1enORxXgKpxQ,edible dice 주사위 먹방 #shorts,2023-04-23T08:45:20Z,121619,2919,25,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
aQ7BNtT0WTk,UC2fsxQr6Hcx1enORxXgKpxQ,"ASMR BOBA BUBBLE TEA *STRAWBERRY, MANGO, GREEN TEA 보바 버블티 먹방 MUKBANG",2023-04-22T12:40:22Z,185453,3685,240,"['mukbang', 'asmr', '먹방', 'JANE', '제인', 'rainbow', 'BOBA', 'bubble tea', 'milk tea', 'macaron', 'tapioca pearls']"
txmdWOlXgK4,UC2fsxQr6Hcx1enORxXgKpxQ,strawberry 딸기 먹방 #shorts,2023-04-22T07:18:25Z,114726,3604,26,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
EA_7Pz5zLkU,UC2fsxQr6Hcx1enORxXgKpxQ,ASMR STRAWBERRY DESSERTS *STRAW WAFER ROLL PINK MUKBANG 딸기 먹방,2023-04-21T13:08:25Z,168205,3219,190,"['mukbang', 'asmr', '먹방', 'JANE', '제인', 'strawberry', '딸기', 'pink', 'foods', 'desserts']"
sJy2TnpK8wg,UC2fsxQr6Hcx1enORxXgKpxQ,chocolate 초콜릿 먹방 #shorts,2023-04-21T08:44:29Z,98595,3318,21,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
mExTolXRosc,UC2fsxQr6Hcx1enORxXgKpxQ,"ASMR CHOCOLATE COVERED STRAWBERRY, CAKE POP 초코 딸기 먹방 MUKBANG",2023-04-20T13:37:59Z,172995,3318,200,"['mukbang', 'asmr', '먹방', 'JANE', '제인', 'strawberry', 'chocolate coated', 'chocolate covered', '딸기', 'cake pop']"
Ii13i3IVMNI,UC2fsxQr6Hcx1enORxXgKpxQ,Edible spoon 숟가락 먹방 #shorts,2023-04-20T08:32:14Z,415673,9297,36,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
2KUmM0892T4,UC2fsxQr6Hcx1enORxXgKpxQ,"ASMR RAINBOW DESSERTS *EDIBLE SPOON, DICE CANDY 레인보우 먹방 먹는 숟가락MUKBANG",2023-04-19T13:23:24Z,218966,2564,187,"['mukbang', 'asmr', '먹방', 'JANE', '제인', 'rainbow', 'jelly', 'gummy', 'edible spoon', 'dice candy', '주사위', '먹는 숟가락']"
yp7qptTjESg,UC2fsxQr6Hcx1enORxXgKpxQ,Tanghulu 탕후루 먹방 #shorts,2023-04-19T08:03:56Z,121576,3345,15,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
aAq_VYuGEjE,UC2fsxQr6Hcx1enORxXgKpxQ,ASMR DICKMANNS CHOCOLATE MARSHMALLOW MUKBANG 딕만스 먹방,2023-04-18T13:21:04Z,198498,4284,281,"['mukbang', 'asmr', '먹방', 'JANE', '제인', 'chocolate', '초콜릿', 'marshmallows', 'chocolate marshmallow', 'dickmanns', '마쉬멜로우', '마시멜로우']"
wfKedPAHzx0,UC2fsxQr6Hcx1enORxXgKpxQ,Peach chocolate 복숭아 초콜릿 먹방 #shorts,2023-04-18T04:07:46Z,95374,3121,27,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
4jLS3CwJXT0,UC2fsxQr6Hcx1enORxXgKpxQ,Tanghulu 탕후루 먹방 #shorts,2023-04-17T11:00:38Z,132334,4192,25,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
xbAIhgciY7I,UC2fsxQr6Hcx1enORxXgKpxQ,Who loves rainbow? #shorts,2023-04-16T06:15:01Z,104846,2928,19,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
eZ2Sq5eJUKM,UC2fsxQr6Hcx1enORxXgKpxQ,dickmanns 딕만스 먹방 #shorts,2023-04-15T06:00:09Z,90009,2943,21,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
CjIYV827Fbk,UC2fsxQr6Hcx1enORxXgKpxQ,Tanghulu 탕후루 먹방 #shorts,2023-04-15T02:00:10Z,1023471,19094,30,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
0tomBCAUwnI,UC2fsxQr6Hcx1enORxXgKpxQ,Honey jelly 꿀젤리 먹방 #shorts,2023-04-14T05:00:00Z,101552,3183,31,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
gjdydqUgs4g,UC2fsxQr6Hcx1enORxXgKpxQ,cotton candy 솜사탕 먹방 #shorts,2023-04-14T01:00:20Z,79795,2544,15,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
elkLZMN6Pr8,UC2fsxQr6Hcx1enORxXgKpxQ,honey jelly 꿀젤리 먹방 #shorts,2023-04-13T11:40:13Z,85192,2927,20,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
xqFiFlSxhow,UC2fsxQr6Hcx1enORxXgKpxQ,Honey jelly 꿀젤리 먹방 #shorts,2023-04-13T05:00:32Z,79140,2673,19,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
AuOk4ZmjcYs,UC2fsxQr6Hcx1enORxXgKpxQ,edible spoon 숟가락 먹방 #shorts,2023-04-13T03:00:03Z,68797,2377,17,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
G99EmiWzgGw,UC2fsxQr6Hcx1enORxXgKpxQ,BLACK BEAN NOODLES 짜장면 먹방 #shorts,2023-04-13T01:00:05Z,68881,2532,24,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
7bdjz_D79jY,UC2fsxQr6Hcx1enORxXgKpxQ,"ASMR EDIBLE iPhone, EDIBLE CRAYON, RAINBOW OREO, COTTON CANDY 먹는 아이폰, 구미첼 먹방 MUKBANG",2023-04-12T13:37:02Z,251159,3067,212,"['먹방', 'MUKBANG', 'ASMR', 'eating', 'Jelly', 'candy', 'rainbow', 'edible iphone', 'edible crayon', '구미첼']"
l804ENzdscs,UC2fsxQr6Hcx1enORxXgKpxQ,seaweed 김 먹방 #shorts,2023-04-12T10:24:33Z,114514,3082,17,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
3TErNiVcMqM,UC2fsxQr6Hcx1enORxXgKpxQ,chocolate 초콜릿 먹방 #shorts,2023-04-12T07:00:02Z,125209,3445,22,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
Wpbhi3CAO-Y,UC2fsxQr6Hcx1enORxXgKpxQ,watermelon dessert 수박 먹방 #shorts,2023-04-12T03:00:11Z,91564,2624,13,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
rWLY_OUb-ac,UC2fsxQr6Hcx1enORxXgKpxQ,ASMR PINK BEAR DESSERTS 핑크 베어 디저트 MUKBANG 먹방,2023-04-11T13:36:04Z,213556,3790,252,"['먹방', 'MUKBANG', 'ASMR', 'eating', '도넛', '도너츠', 'donut', 'donuts', 'pink foods', 'pink desserts']"
H17w70ixijM,UC2fsxQr6Hcx1enORxXgKpxQ,watermelon jelly 수박 젤리 #shorts,2023-04-11T10:38:34Z,224501,5205,24,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
yfuQaZc-NFU,UC2fsxQr6Hcx1enORxXgKpxQ,rainbow mochi #shorts,2023-04-11T09:00:26Z,123294,3525,32,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
Qf2FhDNDP0I,UC2fsxQr6Hcx1enORxXgKpxQ,hot cheetos 치토스 먹방 #shorts,2023-04-11T07:30:04Z,75290,2380,18,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
_9R3b9afjA4,UC2fsxQr6Hcx1enORxXgKpxQ,who loves rainbow? #shorts,2023-04-11T04:30:13Z,102143,3083,18,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
dpN0BjzqIkw,UC2fsxQr6Hcx1enORxXgKpxQ,edible iPhone 아이폰 먹방 #shorts,2023-04-11T03:00:17Z,67137,1998,18,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
JkTJeXmmXg8,UC2fsxQr6Hcx1enORxXgKpxQ,black bean noodles 짜장면 먹방 #shorts,2023-04-11T01:00:10Z,75768,2995,39,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
rMW07_q5uWU,UC2fsxQr6Hcx1enORxXgKpxQ,Cheese hot dog 치즈 핫도그 먹방 #shorts,2023-04-10T23:00:18Z,67009,2288,27,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
cVyN1g6C0NE,UC2fsxQr6Hcx1enORxXgKpxQ,"ASMR WATERMELON DESSERT, BIRD GLASS 새소리 물병 MUKBANG 수박 먹방",2023-04-10T13:23:02Z,165600,2623,175,"['먹방', 'MUKBANG', 'ASMR', 'eating', 'Jelly', 'watermelon', '수박 디저트', 'dessert', '수박', 'bird glass', '새소리 물병']"
e89x2rhAhqs,UC2fsxQr6Hcx1enORxXgKpxQ,hot cheetos 치토스 먹방 #shorts,2023-04-10T11:00:19Z,192459,4948,29,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
5snzP2Ti5b0,UC2fsxQr6Hcx1enORxXgKpxQ,jelly 젤리 먹방 #shorts,2023-04-10T09:02:03Z,83005,2535,23,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
YplAQ-aoPNE,UC2fsxQr6Hcx1enORxXgKpxQ,donut jelly 도넛 젤리 먹방 #shorts,2023-04-10T05:00:15Z,79342,2274,12,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
knU6JGDiTdI,UC2fsxQr6Hcx1enORxXgKpxQ,edible spoon 숟가락 먹방 #shorts,2023-04-09T23:00:14Z,290564,7084,24,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
Yaq5PkySUs0,UC2fsxQr6Hcx1enORxXgKpxQ,"ASMR RAINBOW DESSERTS, EDIBLE SPOON 레인보우 먹는 숟가락 먹방 MUKBANG",2023-04-09T13:21:02Z,220695,3039,193,"['먹방', 'MUKBANG', 'ASMR', 'eating', 'Jelly', 'candy', 'rainbow', 'crepe cake', 'edible spoon', 'edible dice', 'egg surprise', '먹는 숟가락', '주사위']"
COT7-yrKR74,UC2fsxQr6Hcx1enORxXgKpxQ,bird glass 새소리 물병 먹방 #shorts,2023-04-09T10:29:48Z,84736,2499,18,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
j-QA_Xr_T7E,UC2fsxQr6Hcx1enORxXgKpxQ,edible spoon 숟가락 먹방 #shorts,2023-04-09T03:30:16Z,362194,8296,21,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
gMaGlJxnrm4,UC2fsxQr6Hcx1enORxXgKpxQ,"ASMR RAINBOW EGG SURPRISE, EDIBLE SPOON, EDIBLE DICE 에그서프라이즈 먹방 MUKBANG",2023-04-08T13:38:14Z,187034,2922,195,"['먹방', 'MUKBANG', 'ASMR', 'eating', 'Jelly', 'candy', 'rainbow', 'crepe cake', 'edible spoon', 'edible dice', 'egg surprise', '먹는 숟가락', '주사위']"
deerc2zN9f8,UC2fsxQr6Hcx1enORxXgKpxQ,watermelon 수박 먹방 #shorts,2023-04-08T10:30:12Z,100508,2882,19,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
b7s3yVDF9UA,UC2fsxQr6Hcx1enORxXgKpxQ,honey jelly 꿀젤리 먹방 #shorts,2023-04-08T08:28:38Z,437756,10711,54,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
MmiC8XV-v2c,UC2fsxQr6Hcx1enORxXgKpxQ,ASMR MUKBANG CHOCOLATE MARSHMALLOW ICE CREAM 초콜릿 마쉬멜로우 아이스크림 먹방,2023-04-07T13:23:02Z,214401,3836,249,"['mukbang', 'asmr', '먹방', 'JANE', '제인', 'ice cream', 'chocolate', '아이스크림', '초콜릿', 'marshmallows']"
hqnGT3w_uuk,UC2fsxQr6Hcx1enORxXgKpxQ,honey jelly 꿀젤리 먹방 #shorts,2023-04-07T11:24:06Z,240559,6143,25,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
rU0y3xo6m0w,UC2fsxQr6Hcx1enORxXgKpxQ,jelly 젤리 먹방 #shorts,2023-04-07T03:00:19Z,802913,12163,21,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
2RG8Iop2HME,UC2fsxQr6Hcx1enORxXgKpxQ,"ASMR WATERMELON BEAN CAKES, RAINBOW RICE CAKE 레인보우 떡 먹방 MUKBANG",2023-04-06T13:21:02Z,186283,3261,194,"['먹방', 'MUKBANG', 'ASMR', 'eating', 'sweet bean cakes', 'fruit bean cakes', 'rice cake', 'mochi', '화과자', 'rainbow', '모찌']"
5FU7jqqtK5I,UC2fsxQr6Hcx1enORxXgKpxQ,edible spoon 숟가락 먹방 #shorts,2023-04-06T09:46:08Z,603415,12928,36,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
YpHoa6IXUyg,UC2fsxQr6Hcx1enORxXgKpxQ,watermelon jelly 수박 젤리 먹방 #shorts,2023-04-06T07:00:11Z,414736,7933,17,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
fGTs36AJMJI,UC2fsxQr6Hcx1enORxXgKpxQ,"ASMR HONEY JELLY, WINDMILL CANDY, RAINBOW CREPE CAKE 꿀젤리, 바람개비 먹방 MUKBANG",2023-04-05T13:21:01Z,220826,3199,205,"['먹방', 'MUKBANG', 'ASMR', 'eating', 'Jelly', 'candy', 'rainbow', 'gummy', 'honey jelly', 'windmill candy', 'crepe cake']"
WN0Z8SGbqYs,UC2fsxQr6Hcx1enORxXgKpxQ,jelly 젤리 먹방 #shorts,2023-04-05T08:01:41Z,84623,2509,16,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
390jg7WnIHo,UC2fsxQr6Hcx1enORxXgKpxQ,spicy fire noodles 불닭볶음탕면 먹방 #shorts,2023-04-05T06:30:01Z,112566,3614,37,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
ixMjtJHxJKw,UC2fsxQr6Hcx1enORxXgKpxQ,Who loves rainbow? #shorts,2023-04-05T05:00:20Z,202818,5127,21,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
7o6K8u_cdng,UC2fsxQr6Hcx1enORxXgKpxQ,"ASMR WATERMELON DESSERT, EDIBLE SPOON, CAKE POP 수박 케이크팝, 숟가락 먹방",2023-04-04T13:21:01Z,242174,3584,192,"['먹방', 'MUKBANG', 'ASMR', 'eating', 'Jelly', 'watermelon', '수박 디저트', 'dessert', 'edible spoon', '먹는 숟가락', 'cake pop', 'popsicle']"
JPioefGZrvw,UC2fsxQr6Hcx1enORxXgKpxQ,"ASMR EDIBLE SPOON, TWIX, MALTESERS, KINDER CHOCOLATE MUKBANG 먹는 숟가락 초콜릿 먹방",2023-04-03T12:38:26Z,221275,4044,217,"['mukbang', 'asmr', '먹방', 'JANE', '제인', 'chocolate', '초콜릿', 'eating', 'twix', 'edible spoon', 'maltesers', '숟가락 먹방']"
clPKibZVRBE,UC2fsxQr6Hcx1enORxXgKpxQ,ASMR PROFITEROLE DARK CHOCOLATE MUKBANG 프로피테롤 먹방,2023-04-02T12:36:02Z,179567,4255,251,"['mukbang', 'asmr', '먹방', 'JANE', '제인', 'ice cream', 'chocolate', '초콜릿', 'eating', 'profiterole', '프로피테롤']"
FOm8TXGpEIU,UC2fsxQr6Hcx1enORxXgKpxQ,watermelon 수박 먹방 #shorts,2023-04-02T09:32:55Z,81041,2601,18,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
q_4uycyByO4,UC2fsxQr6Hcx1enORxXgKpxQ,edible spoon 숟가락 먹방 #shorts,2023-04-02T03:15:02Z,220835,5902,17,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
Tfa8gW6W6q0,UC2fsxQr6Hcx1enORxXgKpxQ,"ASMR BASKETBALL, EARTH, EYEBALL, WATERMELON JELLY 농구공 젤리 먹방 MUKBANG",2023-04-01T12:37:54Z,337063,3415,229,"['먹방', 'MUKBANG', 'ASMR', 'eating', 'Jelly', 'candy', 'rainbow', 'gummy', '레인보우', '무지개']"
07i0AyCvl5g,UC2fsxQr6Hcx1enORxXgKpxQ,Rainbow jelly 젤리 먹방 #shorts,2023-04-01T11:00:02Z,355924,7802,35,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
MMGp7rtLNCA,UC2fsxQr6Hcx1enORxXgKpxQ,Rainbow jelly 젤리 먹방 #shorts,2023-04-01T05:30:10Z,268316,5919,22,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
uCS4w0WUO6w,UC2fsxQr6Hcx1enORxXgKpxQ,peach chocolate 복숭아 초콜릿 먹방 #shorts,2023-04-01T01:30:18Z,119711,3667,19,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
1jtljUaHSaQ,UC2fsxQr6Hcx1enORxXgKpxQ,Edible lipstick 립스틱 먹방 #shorts,2023-03-31T23:35:51Z,244173,5094,26,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
#NAME?,UC2fsxQr6Hcx1enORxXgKpxQ,"ASMR PETIT UNICORN JELLY, JELLO CUP 쁘띠 유니콘 젤리 먹방 MUKBANG",2023-03-31T12:22:01Z,152994,2320,184,"['먹방', 'MUKBANG', 'ASMR', 'eating', 'Jelly', 'candy', 'rainbow', 'gummy', '레인보우', '무지개']"
ekkwlppM-GA,UC2fsxQr6Hcx1enORxXgKpxQ,Chocolate marshmallow 마쉬멜로우 먹방 #shorts,2023-03-30T10:34:09Z,112069,3584,27,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
49-kuvh7SLg,UC2fsxQr6Hcx1enORxXgKpxQ,"ASMR RAINBOW BONBON, EDIBLE CRAYON, JELLY GUMMY 봉봉, 먹는 색연필 먹방 MUKBANG",2023-03-29T13:22:34Z,278415,2865,203,"['먹방', 'MUKBANG', 'ASMR', 'eating', 'Jelly', 'candy', 'rainbow', 'gummy', 'edible crayon', '먹는 색연필', '레인보우', '무지개']"
EVC0gHeR4tA,UC2fsxQr6Hcx1enORxXgKpxQ,edible dice 주사위 먹방 #shorts,2023-03-29T01:00:10Z,696767,11187,48,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
LcTl-pD8jTU,UC2fsxQr6Hcx1enORxXgKpxQ,"ASMR CHOCOLATE MARSHMALLOWS, ICE CREAM MUKBANG 마쉬멜로우 아이스크림 초콜릿 먹방",2023-03-28T13:37:01Z,299725,4658,285,"['mukbang', 'asmr', '먹방', 'JANE', '제인', 'ice cream', 'chocolate ice cream', 'chocolate', '아이스크림', '초콜릿', 'marshmallows', 'eating']"
69WD1iCcxgU,UC2fsxQr6Hcx1enORxXgKpxQ,Edible spoon 숟가락 먹방 #shorts,2023-03-28T11:11:01Z,86078,2766,18,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
78QRYiLDkvc,UC2fsxQr6Hcx1enORxXgKpxQ,watermelon edible spoon 숟가락 먹방 #shorts,2023-03-28T01:17:21Z,203337,5191,12,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
cu_eoE5K8cQ,UC2fsxQr6Hcx1enORxXgKpxQ,"ASMR LEFTOVER RAINBOW DESSERT, DICE CANDY, EDIBLE SPOON MUKBANG 먹는 숟가락, 주사위 구미첼 먹방",2023-03-27T13:26:17Z,501370,4162,250,"['먹방', 'MUKBANG', 'ASMR', 'eating', 'Jelly', 'candy', 'rainbow', 'edible spoon', 'gummy', 'edible dice', '구미첼', 'グミッツェルを食べる']"
nFLzip50e1k,UC2fsxQr6Hcx1enORxXgKpxQ,ASMR PINK ICE CREAM MOCHI MUKBANG핑크 아이스크림 먹방,2023-03-26T13:23:07Z,179131,3827,269,"['mukbang', 'asmr', '먹방', 'JANE', '제인', 'ice cream', '아이스크림', 'pink ice cream', 'pink desserts', 'chocolate ice cream', 'mochi', 'mochi ice cream']"
iIx4x58VWPc,UC2fsxQr6Hcx1enORxXgKpxQ,"ASMR MUKBANG WATERMELON DESSERT, EDIBLE POP IT 수박 팝잇, 숟가락 먹방",2023-03-25T13:21:04Z,357913,3794,257,"['먹방', 'MUKBANG', 'ASMR', 'eating', 'Jelly', 'watermelon', '수박 디저트', 'dessert', 'edible spoon', '먹는 숟가락', 'edible pop it', 'push pop']"
_Rnd3_y6S7s,UC2fsxQr6Hcx1enORxXgKpxQ,Chocolate marshmallow 마쉬멜로우 먹방 #shorts,2023-03-25T11:24:35Z,100981,2993,22,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
CVqoulX5Blk,UC2fsxQr6Hcx1enORxXgKpxQ,strawberry 딸기 먹방 #shorts,2023-03-25T08:00:05Z,103433,3289,15,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
uwKEueJhvBw,UC2fsxQr6Hcx1enORxXgKpxQ,Rainbow jelly 젤리 먹방 #shorts,2023-03-25T06:00:17Z,659842,13481,30,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
KpSusEmHK3M,UC2fsxQr6Hcx1enORxXgKpxQ,Edible spoon 숟가락 먹방 #shorts,2023-03-25T04:30:12Z,126108,3540,9,"['asmr', 'eating', 'asmr eating', 'mukbang', 'shorts']"
GvNCHGIrLmk,UC2fsxQr6Hcx1enORxXgKpxQ,ASMR CHOCOLATE MARSHMALLOW MUKBANG 초콜릿 마쉬멜로우 먹방,2023-03-24T13:23:13Z,198213,4406,335,"['mukbang', 'asmr', '먹방', 'JANE', '제인', 'chocolate', '초콜릿', 'marshmallows', 'chocolate marshmallow', 'dickmanns', '마쉬멜로우', '마시멜로우']"
